	sch	sch_date	wmo	wmo_date	delta_days	station	min_date	max_date	records	latitude	longitude	station_name
951	79	1978-12-26	79	1978-12-26	0	0-20000-0-97390	1956-01-01	1999-09-18	7933	-8.579999923706055	125.58000183105469	DILI/DILI AIRPORT
952	NA	NA	NA	NA	NA	0-20000-0-10557	1983-03-23	1996-12-05	3	3.0	50.380001068115234	11.18
953	NA	NA	NA	NA	NA	0-20000-0-47616	1938-06-01	1941-06-25	306	306.0	36.055999755859375	136.222
954	NA	NA	NA	NA	NA	0-20000-0-41592	1984-01-02	1991-09-14	7	7.0	32.54999923706055	71.52
955	99	1983-03-15	99	1983-03-15	0	0-20000-0-28838	1983-03-15	1987-11-01	2	53.349998474121094	59.08000183105469	MAGNITOGORSK
956	CR  	1984-05-09	1	1991-10-01	2700	0-20000-0-97560	1944-06-05	2022-01-08	33794	-1.1699999570846558	136.22999572753906	BIAK/FRANS KAISIEPO
957	NA	NA	NA	NA	NA	0-20300-0-53420	1956-08-20	1972-12-31	6435	6435.0	40.970001220703125	107.17
958	NA	NA	NA	NA	NA	0-20000-0-40951	1979-05-16	1979-05-16	1	1.0	34.58000183105469	69.75
959	XXX 	1984-07-12	NA	1900-01-01	-1	0-20000-0-84752	1963-01-03	2016-12-18	4993	-16.31999969482422	-71.55000305175781	AREQUIPA
960	VC_ 	1995-07-16	61	1995-07-16	0	0-20000-0-71119	1946-12-01	2022-01-08	50261	53.54800033569336	-114.10800170898438	STONY PLAIN UA, ALTA
961	NA	NA	NA	NA	NA	0-20000-0-89061	1987-08-17	1987-09-27	29	29.0	-64.7699966430664	-64.08
962	99	1986-01-09	99	1986-01-09	0	0-20000-0-31829	1986-01-09	1990-03-19	2	47.31999969482422	138.97999572753906	ZOLOTOJ
963	NA	NA	NA	NA	NA	0-20000-0-47833	1945-09-24	1947-02-24	722	722.0	31.3700008392334	130.92
964	NA	NA	NA	NA	NA	0-20000-0-41989	1990-09-06	1996-11-03	2	2.0	21.81999969482422	91.85
965	NA	NA	NA	NA	NA	0-20000-0-80099	1989-08-05	1989-08-05	1	1.0	7.070000171661377	-70.73
966	NA	NA	NA	NA	NA	0-20000-0-64403	1986-06-19	1987-08-26	2	2.0	-3.4800000190734863	12.62
967	XXX 	2002-09-29	133	2014-06-15	4277	0-20000-0-56651	1944-04-02	2021-12-31	29826	26.8799991607666	100.2300033569336	LIJING
968	NA	NA	NA	NA	NA	0-20000-0-62700	1974-06-19	1974-09-10	3	3.0	16.700000762939453	33.4
969	NA	NA	NA	NA	NA	0-20000-0-17160	1987-09-19	1987-09-19	1	1.0	39.130001068115234	34.17
970	NA	NA	NA	NA	NA	0-20000-0-87568	1986-01-23	1986-01-23	1	1.0	-34.47999954223633	-58.62
971	NA	NA	NA	NA	NA	0-20000-0-03970	1980-07-04	1980-07-04	1	1.0	53.720001220703125	-8.98
972	62	1996-11-14	62	1996-11-14	0	0-20000-0-10499	1996-11-14	1997-09-03	2	51.16999816894531	14.949999809265137	GOERLITZ
973	XXX 	1983-03-03	XXX 	1983-03-03	0	0-20000-0-72330	1983-03-03	1983-03-20	2	36.77000045776367	-90.47000122070312	POPLAR BLUFF, MO.
974	NA	NA	NA	NA	NA	0-20000-0-67424	1986-06-09	1996-04-22	3	3.0	-11.020000457763672	33.78
975	RZ3 	1991-08-15	27	2003-10-07	4435	0-20000-0-24726	1966-11-19	2022-01-08	36555	62.53300094604492	113.86699676513672	MIRNVY
976	NA	NA	NA	NA	NA	0-20000-0-47626	1922-10-01	1941-07-27	3085	3085.0	36.150001525878906	139.381
977	NA	NA	NA	NA	NA	0-20000-0-11976	1981-08-28	2016-06-01	9	9.0	49.220001220703125	21.65
978	NA	NA	NA	NA	NA	0-20000-0-14640	1996-12-12	2004-05-05	2	2.0	43.83000183105469	17.02
979	NA	NA	NA	NA	NA	0-20000-0-14447	1986-02-07	1986-02-07	1	1.0	43.16999816894531	16.45
980	XXX 	1983-10-08	99	1984-05-08	212	0-20000-0-08554	1952-04-16	2002-09-03	5272	37.02000045776367	-7.920000076293945	FARO/AEROPORTO
981	99	1978-12-29	99	1978-12-29	0	0-20000-0-41571	1964-12-08	2009-11-02	8521	33.619998931884766	73.0999984741211	ISLAMABAD AIRPORT
982	NA	NA	NA	NA	NA	0-20000-0-67591	1986-06-07	1986-06-07	1	1.0	-12.920000076293945	34.27
983	NA	NA	NA	NA	NA	0-20000-0-47631	1938-08-03	1941-06-10	457	457.0	35.65299987792969	136.062
984	99	1978-09-02	99	1978-09-02	0	0-20000-0-82640	1958-07-16	1983-01-02	1857	-6.267000198364258	-57.733001708984375	JACAREACANGA
985	NA	NA	NA	NA	NA	0-20000-0-26509	1987-09-17	1987-09-17	1	1.0	55.70000076293945	21.15
986	NA 	1944-07-16	NA 	1944-07-16	0	0-20000-0-48001	1944-04-09	1989-11-19	39	27.399999618530273	97.4000015258789	PUTAO
987	NA	NA	NA	NA	NA	0-20000-0-96837	1986-06-16	1986-06-16	1	1.0	-6.96999979019165	110.42
988	99	1978-12-29	99	1978-12-29	0	0-20000-0-85201	1944-10-09	2004-03-17	4502	-16.5	-68.1500015258789	LA PAZ/ALTO
989	-922	1978-12-29	99	1978-12-30	0	0-20000-0-64450	1966-05-12	2022-01-08	38769	-4.25	15.25	BRAZZAVILLE /MAYA-MAYA
990	NA	NA	NA	NA	NA	0-20000-0-47632	1937-08-20	1941-07-29	1242	1242.0	35.400001525878906	136.762
991	99	1981-08-26	99	1981-08-26	0	0-20000-0-32408	1981-08-26	1990-03-17	2	56.220001220703125	162.47000122070312	UST'-KAMCHATSK
992	NA 	1974-09-22	NA 	1974-09-22	0	0-20000-0-61230	1974-09-22	1989-12-27	4	15.199999809265137	-9.399999618530273	NIORO DU SAHEL
993	-922	1978-12-29	99	1978-12-30	0	0-20000-0-60725	1963-09-04	2005-10-26	28506	36.47999954223633	8.800000190734863	JENDOUBA
994	NA	NA	NA	NA	NA	0-20300-0-53546	1957-06-01	1963-03-28	3895	3895.0	39.279998779296875	109.75
995	NA 	1978-12-30	1	1979-06-15	167	0-20000-0-47114	1951-06-22	2000-04-25	9805	37.45000076293945	127.97000122070312	WONJU
996	NA	NA	NA	NA	NA	0-20000-0-47648	1935-01-07	1944-10-28	1653	1653.0	35.7400016784668	140.857
997	NA	NA	NA	NA	NA	0-20000-0-41246	1981-06-17	1987-09-20	3	3.0	24.350000381469727	56.72
998	NA	NA	NA	NA	NA	0-20000-0-48405	1990-10-07	1990-10-07	1	1.0	16.049999237060547	103.68
999	NA	NA	NA	NA	NA	0-20000-0-41967	1987-09-19	1987-09-19	1	1.0	22.479999542236328	92.23
1000	NA 	1965-12-05	99	1985-03-18	7042	0-20000-0-04231	1927-08-19	1992-10-14	16997	66.8499984741211	-50.91999816894531	MITTARFIK KANGERLUSSUAQ (SDR. STROEMFJORD LUFTHAVN)
1001	NA	NA	NA	NA	NA	0-20000-0-61461	1984-01-03	2006-11-07	7	7.0	17.530000686645508	-14.68
1002	NA	NA	NA	NA	NA	0-20000-0-62752	1969-10-18	1975-07-13	873	873.0	14.029999732971191	35.4
1003	NA	NA	NA	NA	NA	0-20000-0-47656	1940-02-05	1949-07-14	6480	6480.0	34.97600173950195	138.404
1004	NA	NA	NA	NA	NA	0-20000-0-71075	1981-08-23	1985-12-22	6	6.0	58.18000030517578	-103.68
1005	99	1980-05-19	99	1980-05-19	0	0-20000-0-28630	1980-05-19	1988-07-09	2	55.16999816894531	59.66999816894531	ZLATOUST
1006	XXX 	1993-07-27	58	2009-06-30	5816	0-20000-0-23078	1974-07-30	2022-01-07	36765	69.34700012207031	88.26399993896484	NORIL'SK
1007	VC_ 	1992-06-17	82	1992-09-20	95	0-20000-0-60715	1927-11-12	2022-01-04	56584	36.83000183105469	10.229999542236328	TUNIS-CARTHAGE
1008	99	1978-12-28	99	1978-12-28	0	0-20000-0-47161	1952-09-24	2002-01-07	10364	35.08000183105469	128.0800018310547	SACHEON AB
1009	NA 	1974-09-08	NA 	1974-09-08	0	0-20000-0-64971	1974-09-04	1988-08-31	4	3.0	9.899999618530273	KRIBI
1010	NA 	1974-09-12	NA 	1974-09-12	0	0-20000-0-64550	1974-08-22	2016-04-30	14	-1.899999976158142	11.0	MOUILA
1011	NA	NA	NA	NA	NA	0-20500-0-93162	1955-10-19	1958-09-05	771	771.0	35.04999923706055	-110.18
1012	-922	1978-12-29	99	1978-12-30	0	0-20000-0-64860	1953-08-01	2018-03-18	19714	9.329999923706055	13.369999885559082	GAROUA
1013	W__ 	1966-06-30	99	1990-04-15	8690	0-20000-0-60101	1952-10-01	2000-01-03	10342	35.720001220703125	-5.900000095367432	TANGER (AERODROME)
1014	NA 	1968-03-04	99	1980-05-26	4466	0-20000-0-31388	1962-08-15	1991-07-30	396	52.29999923706055	129.89999389648438	NORSK
1015	NA	NA	NA	NA	NA	0-20000-0-47670	1934-06-05	1945-07-10	2591	2591.0	35.439998626708984	139.652
1016	XXX 	1983-06-22	NA	1900-01-01	-1	0-20000-0-48008	1944-07-26	2002-06-09	9794	25.3799991607666	97.3499984741211	MYITKYINA
1017	NA	NA	NA	NA	NA	0-20000-0-61891	1990-11-12	1990-11-12	1	1.0	7.980000019073486	-10.85
1018	NA	NA	NA	NA	NA	0-20000-0-08449	1976-12-01	1977-04-30	36	36.0	36.650001525878906	-6.35
1019	NA 	1946-02-03	NA 	1946-02-03	0	0-20000-0-04330	1944-12-18	1982-06-11	205	74.5	-20.229999542236328	DANEBORG
1020	NA 	1942-03-31	NA 	1942-03-31	0	0-20000-0-42883	1930-06-17	1987-12-21	5455	21.466999053955078	83.96700286865234	SAMBALPUR
1021	NA	NA	NA	NA	NA	0-20000-0-67967	1990-11-17	1997-06-14	7	7.0	-21.3799991607666	28.98
1022	99	1980-05-18	99	1980-05-18	0	0-20000-0-40016	1980-05-18	1990-01-14	4	36.5	40.75	HASSAKAH
1023	99	1986-07-27	99	1986-07-27	0	0-20000-0-30664	1986-07-27	1991-07-19	4	53.529998779296875	115.62000274658203	TUNGOKOCEN
1024	V8A 	1987-08-05	1	1987-08-05	0	0-20000-0-41780	1925-12-14	2022-01-02	73424	24.829999923706055	67.06999969482422	KARACHI AIRPORT
1025	W__ 	1984-01-02	99	1985-07-01	546	0-20000-0-96791	1984-01-02	2022-01-08	22844	-6.75	108.26699829101562	CIREBON/JATIWANGI
1026	NA	NA	NA	NA	NA	0-20000-0-48566	1985-03-08	1997-07-10	3	3.0	7.53000020980835	99.05
1027	NA	NA	NA	NA	NA	0-20000-0-91186	1943-09-08	1945-11-15	1942	1942.0	21.149999618530273	-157.1
1028	NA	NA	NA	NA	NA	0-20000-0-60531	1981-03-11	1981-10-16	2	2.0	34.869998931884766	-1.33
1029	NA	NA	NA	NA	NA	0-20000-0-22762	1983-01-24	1983-01-24	1	1.0	62.869998931884766	42.72
1030	NA	NA	NA	NA	NA	0-20000-0-91491	1984-01-23	1984-01-23	1	1.0	1.7200000286102295	-157.17
1031	NA	NA	NA	NA	NA	0-20000-0-48920	1986-07-11	1986-07-11	1	1.0	8.649999618530273	111.92
1032	NA	NA	NA	NA	NA	0-20000-0-61096	1981-03-08	1981-03-08	1	1.0	13.229999542236328	11.98
1033	NA	NA	NA	NA	NA	0-20000-0-91169	1943-06-21	1946-01-04	990	990.0	21.700000762939453	-157.97
1034	NA	NA	NA	NA	NA	0-20000-0-37575	1966-12-02	1991-01-06	799	799.0	41.66699981689453	46.65
1035	W__ 	1974-09-14	99	1989-02-17	5269	0-20000-0-61450	1974-09-14	2004-04-09	95	18.56999969482422	-11.430000305175781	TIDJIKJA
1036	NA	NA	NA	NA	NA	0-20000-0-64880	1981-03-06	1993-06-08	2	2.0	6.78000020980835	11.82
1037	NA	NA	NA	NA	NA	0-20000-0-72693	1943-07-20	1976-09-09	17547	17547.0	44.117000579833984	-123.217
1038	NA	NA	NA	NA	NA	0-20300-0-45703	1942-11-12	1945-10-08	494	494.0	51.97999954223633	177.57
1039	VCG 	2009-11-28	61	2010-02-15	79	0-20000-0-64458	1963-05-03	2021-04-16	19315	1.6200000047683716	16.06999969482422	OUESSO
1040	NA	NA	NA	NA	NA	0-20000-0-61630	1986-07-21	1994-10-10	3	3.0	15.649999618530273	-13.25
1041	MRp 	2002-08-20	75	2007-01-22	1616	0-20000-0-29572	1953-02-16	2022-01-08	68267	56.0	92.87999725341797	EMEL' YANOVO
1042	NA 	1974-08-23	NA 	1974-08-23	0	0-20000-0-65010	1974-07-15	1985-06-30	5	13.0	5.300000190734863	SOKOTO
1043	NA 	1976-08-01	99	1988-08-23	4405	0-20000-0-71199	1955-07-01	2002-07-26	13187	60.119998931884766	-128.82000732421875	WATSON LAKE (AUT), YT
1044	NA	NA	NA	NA	NA	0-20000-0-47690	1931-05-02	1939-10-17	1275	1275.0	36.7400016784668	139.5
1045	-922	1978-12-29	99	1978-12-30	0	0-20000-0-60230	1943-02-01	2015-08-10	27531	31.649999618530273	-8.020000457763672	MARRAKECH
1046	NA 	1971-10-25	1	1979-04-06	2719	0-20000-0-87692	1949-01-20	1988-05-04	2413	-37.93199920654297	-57.58100128173828	MAR DEL PLATA AERO
1047	NA	NA	NA	NA	NA	0-20000-0-84782	1981-03-17	1981-03-17	1	1.0	-18.06999969482422	-70.3
1048	NA	NA	NA	NA	NA	0-20300-0-20357	1953-02-19	1954-12-31	257	257.0	76.18000030517578	63.56
1049	NA	NA	NA	NA	NA	0-20000-0-47755	1938-12-01	1941-06-11	906	906.0	34.89699935913086	132.071
1050	NA 	1933-07-08	NA 	1933-07-08	0	0-20000-0-42295	1933-03-11	1979-08-14	139	27.049999237060547	88.26699829101562	DARJEELING
1051	NA 	1975-06-11	99	1981-03-31	2120	0-20000-0-91369	1973-09-26	1994-07-06	157	5.920000076293945	169.64999389648438	JALUIT ATOLL, MARSHALL IS.
1052	NA	NA	NA	NA	NA	0-20000-0-65420	1982-02-24	1982-02-24	1	1.0	9.449999809265137	-0.02
1053	Zmr 	1998-11-06	49	2010-12-28	4434	0-20000-0-08594	1949-06-07	2019-11-19	21220	16.742000579833984	-22.948999404907227	SAL
1054	-922	1986-07-03	1	1987-08-19	412	0-20000-0-89056	1986-07-03	2019-09-30	192	-62.25	-58.93000030517578	CENTRO MET. ANTARTICO PRESIDENTE EDUARDO FREI
1055	30	1979-08-09	30	1979-08-09	0	0-20000-0-42414	1979-08-09	1999-02-20	4	26.200000762939453	92.51000213623047	CHAPARMUKH
1056	NA 	1978-12-30	99	1980-02-06	403	0-20000-0-41169	1977-07-31	2022-01-09	11576	25.270000457763672	51.54999923706055	HAMAD INTERNATIONAL AIRPORT
1057	NA	NA	NA	NA	NA	0-20000-0-47759	1929-01-09	1941-08-30	2809	2809.0	35.01499938964844	135.733
1058	NA	NA	NA	NA	NA	0-20300-0-91946	1970-02-11	1971-06-04	660	660.0	-20.760000228881836	-138.55
1059	NA	NA	NA	NA	NA	0-20000-0-80009	1988-08-08	1995-03-25	2	2.0	11.130000114440918	-74.23
1060	XXX 	1982-10-18	99	1982-11-09	22	0-20000-0-64459	1963-07-03	2001-07-31	4050	1.6200000047683716	18.059999465942383	IMPFONDO
1061	99	1981-08-11	99	1981-08-11	0	0-20000-0-84239	1981-08-11	1988-05-12	2	-2.880000114440918	-78.97000122070312	CUENCA AEROPUERTO
1062	18	1979-08-07	18	1979-08-07	0	0-20000-0-42799	1979-08-07	1979-08-09	2	22.809999465942383	86.18000030517578	JAMSHEDPUR (42799-0)
1063	VNg 	2008-02-04	80	2015-12-09	2864	0-20000-0-74005	2008-02-04	2021-12-22	4808	32.86399841308594	-114.03299713134766	YUMA PROVING GROUNDS, AZ (K1Y8)
1064	NA 	1978-09-11	99	1984-08-13	2163	0-20000-0-92087	1975-12-03	1995-09-10	2571	-10.699999809265137	152.8300018310547	MISIMA W.O.
1065	NA	NA	NA	NA	NA	0-20000-0-07635	1988-09-23	1988-09-23	1	1.0	43.220001220703125	2.32
1066	NA	NA	NA	NA	NA	0-20000-0-47761	1926-03-12	1941-06-09	2936	2936.0	35.2760009765625	136.244
1067	NA	NA	NA	NA	NA	0-20000-0-43137	1979-08-18	1979-08-18	1	1.0	17.25	80.15
1068	NA 	1971-06-23	NA 	1971-06-23	0	0-20000-0-62795	1966-07-05	1987-09-04	394	12.729999542236328	34.130001068115234	ABU NA'AMA
1069	NA	NA	NA	NA	NA	0-20000-0-63043	1949-02-17	1964-08-19	910	910.0	13.067000389099121	42.717
1070	NA	NA	NA	NA	NA	0-20000-0-95762	1979-12-10	1981-05-15	10	10.0	-31.079999923706055	150.85
1071	NA	NA	NA	NA	NA	0-20000-0-47762	1938-01-03	1941-01-27	746	746.0	33.94900131225586	130.926
1072	NA	NA	NA	NA	NA	0-20000-0-71902	1991-01-12	1991-01-12	1	1.0	56.54999923706055	-61.68
1073	NA	NA	NA	NA	NA	0-20000-0-07579	1981-09-04	1982-12-22	5	5.0	44.130001068115234	4.83
1074	H9G 	2005-12-31	132	2015-09-30	3560	0-20000-0-56739	1956-08-20	2021-12-31	46175	25.1200008392334	98.4800033569336	TENGCHONG
1075	NA	NA	NA	NA	NA	0-20000-0-63210	1978-12-07	1978-12-07	1	1.0	11.279999732971191	49.18
1076	NA	NA	NA	NA	NA	0-20000-0-40757	1980-05-18	1980-05-18	1	1.0	35.54999923706055	53.38
1077	NA	NA	NA	NA	NA	0-20000-0-58345	1979-08-04	1979-08-04	1	1.0	31.25	119.28
1078	NA 	1928-11-16	NA 	1928-11-16	0	0-20000-0-07610	1927-02-16	1984-02-05	17	43.369998931884766	-0.4000000059604645	PAU-UZEIN
1079	NA	NA	NA	NA	NA	0-20000-0-26659	1981-09-10	1981-09-10	1	1.0	54.880001068115234	28.7
1080	NA	NA	NA	NA	NA	0-20000-0-47768	1936-08-11	1941-05-30	1259	1259.0	34.68600082397461	133.925
1081	NA	NA	NA	NA	NA	0-20000-0-63270	1957-07-02	1963-12-07	698	698.0	-0.3700000047683716	42.43
1082	NA 	1978-12-12	99	1981-05-28	898	0-20000-0-47855	1977-08-02	1993-11-30	531	32.91999816894531	129.9199981689453	NAGASAKI AIRPORT
1083	NA 	1978-12-24	99	1980-03-18	450	0-20000-0-64911	1974-09-11	2007-07-03	43	4.949999809265137	9.930000305175781	NKONGSAMBA
1084	H9G 	2005-08-31	132	2012-10-31	2618	0-20000-0-55299	1957-04-18	2021-12-31	40815	31.482999801635742	92.06700134277344	NAGQU
1085	NA	NA	NA	NA	NA	0-20000-0-30695	1981-09-14	1981-09-14	1	1.0	53.470001220703125	123.9
1086	NA	NA	NA	NA	NA	0-20000-0-38565	1991-03-30	1996-12-25	2	2.0	40.54999923706055	65.68
1087	NA	NA	NA	NA	NA	0-20000-0-44232	1980-02-02	1991-08-25	3	3.0	49.380001068115234	102.7
1088	NA	NA	NA	NA	NA	0-20000-0-47770	1931-03-02	1941-06-29	2251	2251.0	34.68000030517578	135.18
1089	XXX 	2015-12-08	80	2015-12-08	0	0-20000-0-74006	2015-12-08	2021-12-09	1968	32.91999816894531	-113.80000305175781	YUMA PROVING GROUNDS, AZ (K1Y9)
1090	99	1981-09-28	99	1981-09-28	0	0-20000-0-31439	1981-09-28	1988-11-12	6	52.380001068115234	140.47000122070312	BOGORODSKOE
1091	NA	NA	NA	NA	NA	0-20000-0-41946	1990-09-16	1998-09-03	2	2.0	22.719999313354492	89.08
1092	NA 	1976-10-27	99	1981-07-22	1728	0-20000-0-68054	1973-05-10	2002-08-29	801	-21.323999404907227	27.4689998626709	FRANCISTOWN
1093	NA 	1978-12-22	99	1980-02-05	409	0-20300-0-44385	1974-04-26	2021-10-15	2563	43.20000076293945	107.16999816894531	HANBOGD
1094	VC_ 	1999-06-03	61	1999-09-29	117	0-20001-0-71603	1988-12-14	2022-01-08	23939	43.867000579833984	-66.0999984741211	YARMOUTH UA, NS
1095	FG2 	2006-03-26	56	2006-06-07	72	0-20000-0-64500	1963-07-09	2022-01-07	20237	0.4699999988079071	9.420000076293945	LIBREVILLE
1096	NA	NA	NA	NA	NA	0-20000-0-47800	1931-01-07	1945-03-16	3711	3711.0	34.198001861572266	129.292
1097	NA 	1945-12-09	NA 	1945-12-09	0	0-20000-0-40769	1945-01-07	1981-09-08	547	34.08000183105469	49.650001525878906	ARAK (40769-0)
1098	RK5 	1979-02-08	99	1982-02-23	1111	0-20000-0-78355	1942-10-09	2002-05-15	12397	21.399999618530273	-77.91999816894531	CAMAGUEY
1099	NA	NA	NA	NA	NA	0-20000-0-60723	1990-09-19	1990-09-26	2	2.0	36.72999954223633	9.18
1100	0	1957-12-22	0	1957-12-22	0	0-20000-0-91590	1943-02-05	1990-07-15	2565	-22.020000457763672	166.1999969482422	LA TONTOUTA (NLLE-CALEDONIE)
1101	NA	NA	NA	NA	NA	0-20000-0-47813	1939-01-12	1941-02-18	591	591.0	33.26599884033203	130.305
1102	NA	NA	NA	NA	NA	0-20000-0-43310	1981-09-10	1981-09-10	1	1.0	12.420000076293945	92.93
1103	NA 	1923-07-19	NA 	1923-07-19	0	0-20000-0-10519	1921-11-29	1990-10-13	8	50.72999954223633	7.099999904632568	KOENIGSWINTER-HEIDERHOF
1104	XXX 	1996-06-26	27	2000-05-26	1429	0-20000-0-34122	1939-03-31	2021-05-30	48294	51.650001525878906	39.25	VORONEZ (34122-0)
1105	VNG 	2005-10-19	79	2005-11-14	26	0-20000-0-48615	1954-07-04	2022-01-08	74154	6.170000076293945	102.27999877929688	KOTA BHARU
1106	NA	NA	NA	NA	NA	0-20000-0-91583	1981-09-09	1987-09-09	2	2.0	-20.93000030517578	165.32
1107	NA	NA	NA	NA	NA	0-20000-0-43058	1990-11-09	1990-11-09	1	1.0	18.6299991607666	72.87
1108	NA 	1966-04-24	99	1980-02-07	5037	0-20000-0-47140	1951-08-09	1993-05-28	6180	35.900001525878906	126.62000274658203	GUNSAN
1109	99	1978-12-19	99	1978-12-19	0	0-20000-0-91162	1942-04-18	1989-06-06	6191	22.066999435424805	-159.7830047607422	BARKING SANDS (BONHAM AUX.LDNG.FLD), KAUAI HAWAII
1110	NA	NA	NA	NA	NA	0-20000-0-07671	1982-03-02	1982-03-17	10	10.0	43.029998779296875	6.47
1111	FGC 	2008-02-14	57	2008-02-15	0	0-20000-0-96147	1960-01-09	2022-01-08	28163	3.950000047683716	108.37999725341797	RANAI
1112	XXX 	1994-04-29	NA	1900-01-01	-1	0-20000-0-41480	1929-10-24	2012-10-29	22476	12.833000183105469	45.03300094604492	ADEN
1113	NA 	1956-10-31	99	1990-06-22	12287	0-20000-0-62463	1949-06-30	1997-03-30	2240	27.179000854492188	33.80099868774414	HURGUADA
1114	NA 	1978-03-07	NA 	1978-03-07	0	0-20000-0-03469	1969-11-13	1981-10-05	2700	52.849998474121094	0.1599999964237213	HOLBEACH NO 2
1115	NA	NA	NA	NA	NA	0-20000-0-47931	1945-05-19	2008-03-31	59233	59233.0	26.329999923706055	127.78
1116	NA 	1976-07-01	99	1982-03-08	2076	0-20000-0-12772	1973-03-25	1985-09-16	126	48.130001068115234	20.799999237060547	MISKOLC
1117	XXX 	2004-08-14	NA	1900-01-01	-1	0-20000-0-97600	1980-05-01	2022-01-08	13173	-2.069999933242798	125.97899627685547	SANANA
1118	XXX 	1980-12-05	99	1981-01-07	32	0-20000-0-47938	1945-05-16	2000-02-23	2891	26.75	127.75	IEJIMA (US BASE)
1119	RZ3 	1988-12-31	NA	1900-01-01	-1	0-20000-0-25399	1944-08-03	1998-06-30	32117	66.16300201416016	-169.8350067138672	MYS UELEN
1120	-922	1978-12-19	79	1979-05-01	132	0-20000-0-64501	1950-02-06	2005-03-03	16116	-0.699999988079071	8.75	PORT-GENTIL
1121	NA 	1978-11-02	99	1980-07-16	622	0-20000-0-95805	1971-06-16	1990-07-26	225	-35.79999923706055	136.60000610351562	CAPE BORDA
1122	MI1 	2004-04-22	117	2012-10-08	3090	0-20000-0-42971	1944-01-01	2022-01-08	66449	20.479999542236328	85.87000274658203	BHUBANESHWAR
1123	NA	NA	NA	NA	NA	0-20000-0-04282	1979-09-10	1983-06-06	3	3.0	60.45000076293945	-45.55
1124	XXX 	1991-04-16	NA	1900-01-01	-1	0-20000-0-07139	1968-04-01	1999-11-18	2213	48.45000076293945	0.10000000149011612	ALENCON
1125	-922	1983-05-21	99	1983-08-04	75	0-20000-0-48478	1983-05-21	2002-03-24	64	12.630000114440918	101.3499984741211	RAYONG
1126	V8A 	1990-11-04	10	1992-02-24	477	0-20000-0-80035	1990-11-04	2016-06-14	3149	11.529999732971191	-72.93000030517578	RIOHACHA/ALMIRANTE PADILLA
1127	XXX 	2002-09-30	NA	1900-01-01	-1	0-20000-0-55578	1956-08-21	2002-09-30	21974	29.219999313354492	88.91999816894531	XIGAZE
1128	XXX 	1990-06-29	NA	1900-01-01	-1	0-20000-0-47604	1932-01-01	1990-06-30	15243	37.89400100708008	139.0189971923828	NIIGATA
1129	99	1975-01-28	99	1975-01-28	0	0-20000-0-48930	1966-06-05	1980-03-26	1956	19.8799991607666	102.12999725341797	LUANG-PRABANG
1130	NA	NA	NA	NA	NA	0-20000-0-40854	1989-03-08	1996-11-23	6	6.0	29.100000381469727	58.4
1131	-922	1986-08-03	80	2007-03-07	7520	0-20000-0-07120	1986-08-03	2020-08-07	4	48.529998779296875	-2.8499999046325684	TREMUSON-ST-BRIEUC
1132	NA 	1978-12-18	NA 	1978-12-18	0	0-20000-0-57071	1964-12-14	1979-09-15	517	34.66999816894531	112.41999816894531	MENGJIN
1133	-922	1978-12-19	99	1978-12-31	12	0-20000-0-64510	1964-10-02	2004-05-13	3556	2.0799999237060547	11.479999542236328	BITAM
1134	NA 	1967-02-27	NA 	1967-02-27	0	0-20000-0-63402	1966-12-19	1989-03-30	25	7.670000076293945	36.83000183105469	JIMMA
1135	99	1976-04-20	99	1976-04-20	0	0-20000-0-08238	1926-01-15	1999-05-20	4468	40.81999969482422	0.5	TORTOSA
1136	XXX 	1978-03-07	99	1986-08-12	3079	0-20000-0-08330	1925-01-24	1994-07-22	400	38.900001525878906	-7.0	BADAJOZ/TALAVERA LA REAL
1137	NA	NA	NA	NA	NA	0-20000-0-68362	1979-09-11	1980-12-06	2	2.0	-27.270000457763672	28.5
1138	J80 	1980-11-14	NA	1900-01-01	-1	0-20000-0-58965	1954-07-01	1984-12-05	15303	25.049999237060547	121.22000122070312	TAOYUAN
1139	-922	1978-07-15	30	1979-05-01	289	0-20000-0-42105	1976-06-01	2019-06-07	123	30.729999542236328	76.87999725341797	CHANDIGARH
1140	-922	1977-09-03	99	1982-03-08	1647	0-20000-0-12822	1973-01-27	1992-11-01	108	47.70000076293945	17.68000030517578	GYOR
1141	NA	NA	NA	NA	NA	0-20000-0-48353	1979-01-26	1990-02-27	6	6.0	17.450000762939453	101.73
1142	NA	NA	NA	NA	NA	0-20000-0-64207	1989-03-08	1989-03-08	1	1.0	-5.800000190734863	13.43
1143	RPB 	2011-07-14	NA	1900-01-01	-1	0-20000-0-33791	1949-04-29	2022-01-08	39614	47.93000030517578	33.33000183105469	Kryvyi Rih
1144	99	1978-11-07	99	1978-11-07	0	0-20000-0-60425	1957-07-01	1986-01-19	5260	36.16999816894531	1.3200000524520874	CHLEF
1145	NA 	1978-12-18	79	1979-05-02	135	0-20000-0-64570	1966-11-19	1992-08-19	3040	-1.5299999713897705	13.260000228881836	MVENGUE
1146	NA	NA	NA	NA	NA	0-20000-0-94463	1979-09-20	1981-05-02	5	5.0	-25.31999969482422	131.75
1147	VHG 	2001-12-26	61	2004-04-02	828	0-20000-0-87860	1946-01-04	2021-12-13	27016	-45.779998779296875	-67.5	COMODORO RIVADAVIA AERO
