	sch	sch_date	wmo	wmo_date	delta_days	station	min_date	max_date	records	latitude	longitude	station_name
740	NA	NA	NA	NA	NA	0-20500-0-3108	1942-02-01	1945-01-20	226	226.0	35.119998931884766	-118.7
741	NA	NA	NA	NA	NA	0-20000-0-67461	1980-06-05	1996-05-08	5	5.0	-11.100000381469727	28.85
742	NA	NA	NA	NA	NA	0-20300-0-23213	1943-08-07	1972-09-08	229	229.0	38.516998291015625	-122.8
743	NA	NA	NA	NA	NA	0-20000-0-10502	1926-09-16	1928-11-17	44	44.0	50.97999954223633	6.88
744	NA	NA	NA	NA	NA	0-20000-0-91338	1981-02-20	1981-02-20	1	1.0	5.329999923706055	153.73
745	NA 	1967-01-14	NA 	1967-01-14	0	0-20000-0-63500	1965-10-15	1987-08-17	34	6.130000114440918	37.630001068115234	ARBA MINCH
746	NA	NA	NA	NA	NA	0-20000-0-96477	1985-01-04	2000-01-25	4	4.0	6.920000076293945	116.83
747	NA	NA	NA	NA	NA	0-20000-0-27333	1925-08-17	1925-08-17	1	1.0	57.720001220703125	40.95
748	NA	NA	NA	NA	NA	0-20000-0-93527	1981-02-21	1981-02-21	1	1.0	-40.54999923706055	173.0
749	XXX 	1993-09-21	9	1993-09-29	8	0-20000-0-68024	1973-07-04	2005-01-07	290	-21.68000030517578	21.670000076293945	GHANZI
750	NA 	1978-12-30	26	1979-06-01	153	0-20000-0-47108	1930-01-01	1994-09-16	24629	37.56999969482422	126.97000122070312	SEOUL
751	NA	NA	NA	NA	NA	0-20000-0-61250	1983-04-27	1990-03-14	5	5.0	15.869999885559082	2.22
752	NA	NA	NA	NA	NA	0-20000-0-83630	1923-06-12	1923-10-20	9	9.0	-20.530000686645508	-47.4
753	NA	NA	NA	NA	NA	0-20000-0-95529	1981-02-18	1981-02-18	1	1.0	-26.670000076293945	150.18
754	NA	NA	NA	NA	NA	0-20000-0-16073	1985-02-28	1985-02-28	1	1.0	45.869998931884766	9.07
755	XXX 	1991-06-25	9	1993-01-09	564	0-20000-0-64453	1966-05-24	2000-11-02	5265	-2.5299999713897705	14.760000228881836	DJAMBALA
756	NA	NA	NA	NA	NA	0-20000-0-13455	1927-02-16	1927-02-16	1	1.0	42.43000030517578	18.6
757	NA	NA	NA	NA	NA	0-20000-0-94567	1981-02-21	1981-02-21	1	1.0	-25.530000686645508	152.67
758	99	1975-08-29	99	1975-08-29	0	0-20000-0-07502	1927-06-14	1989-05-06	343	44.529998779296875	-1.1299999952316284	CAZAUX
759	-922	1978-12-29	99	1978-12-30	1	0-20000-0-60590	1953-02-24	2008-06-30	40182	30.56999969482422	2.869999885559082	EL-GOLEA
760	NA	NA	NA	NA	NA	0-20000-0-94872	1923-01-04	1923-12-06	32	32.0	-37.79999923706055	145.33
761	BFI 	2011-08-11	113	2012-06-06	300	0-20000-0-48565	1959-11-02	2021-10-28	44846	8.130000114440918	98.31999969482422	PHUKET AIRPORT
762	NA	NA	NA	NA	NA	0-20000-0-28696	1989-08-30	1989-08-30	1	1.0	55.029998779296875	74.58
763	NA	NA	NA	NA	NA	0-20000-0-94981	1981-02-27	1985-05-02	3	3.0	-42.119998931884766	148.07
764	NA	NA	NA	NA	NA	0-20300-0-24027	1932-01-10	1953-11-30	27549	27549.0	41.599998474121094	-109.067
765	NA	NA	NA	NA	NA	0-20000-0-83742	1923-02-14	1928-11-14	58	58.0	-22.530000686645508	-43.72
766	NA	NA	NA	NA	NA	0-20000-0-41895	1983-02-07	2015-01-17	20	20.0	24.3700008392334	88.7
767	NA	NA	NA	NA	NA	0-20000-0-96559	1981-02-03	1981-02-03	1	1.0	0.11999999731779099	111.53
768	NA	NA	NA	NA	NA	0-20000-0-03134	1921-11-03	1934-06-06	234	234.0	55.880001068115234	-4.38
769	NA	NA	NA	NA	NA	0-20000-0-29576	1989-08-23	1989-08-23	1	1.0	55.79999923706055	94.33
770	NA	NA	NA	NA	NA	0-20000-0-10015	1940-01-26	1984-12-10	19	19.0	54.18000030517578	7.9
771	XXX 	2005-06-27	90	2005-07-01	3	0-20000-0-84628	1957-10-11	2021-01-17	16284	-12.020000457763672	-77.12999725341797	LIMA/CALLAO
772	BFG 	2007-10-12	98	2007-10-18	5	0-20000-0-68110	1961-01-01	2021-06-21	15632	-22.559999465942383	17.100000381469727	WINDHOEK
773	NA	NA	NA	NA	NA	0-300-0-16768	1927-06-17	1928-11-12	13	13.0	37.119998931884766	26.88
774	NA	NA	NA	NA	NA	0-20000-0-58208	1979-08-22	1979-12-01	3	3.0	32.15999984741211	115.66
775	99	1981-03-28	99	1981-03-28	0	0-20000-0-26666	1981-03-28	1986-07-23	2	55.16999816894531	30.1299991607666	VITEBSK
776	NA	NA	NA	NA	NA	0-20400-0-5590	1931-05-16	1932-03-05	6	6.0	48.16999816894531	6.45
777	99	1978-12-30	99	1978-12-30	0	0-20000-0-59431	1944-06-29	1979-12-31	16777	22.799999237060547	108.30000305175781	NANNING
778	NA 	1978-12-21	99	1983-01-27	1498	0-20000-0-82288	1973-01-03	1985-01-26	775	-2.9000000953674316	-41.779998779296875	PARNAIBA (AERO)
779	NA	NA	NA	NA	NA	0-20000-0-27817	1981-03-27	1986-12-27	2	2.0	53.279998779296875	36.58
780	G4  	1976-02-02	4	1980-02-16	1475	0-20000-0-64220	1975-08-20	1990-02-01	452	-4.369999885559082	15.25	KINSHASA/BINZA
781	NA	NA	NA	NA	NA	0-300-0-16840	1918-01-11	1918-01-11	1	1.0	41.150001525878906	24.15
782	NA	NA	NA	NA	NA	0-20300-0-99015	1948-01-02	1976-09-22	33207	33207.0	52.5	-20.0
783	NA	NA	NA	NA	NA	0-20000-0-98644	1990-08-15	1994-12-11	2	2.0	9.600000381469727	123.85
784	NA 	1978-12-29	NA 	1978-12-29	0	0-20000-0-93985	1956-09-24	2011-12-30	23172	-43.81700134277344	-176.47500610351562	CHATHAM ISLAND AERO AWS
785	XXX 	1999-12-30	67	2003-09-30	1369	0-20000-0-62432	1948-01-02	2005-03-24	17651	25.503000259399414	28.972000122070312	DAKHLA (62432-0)
786	NA	NA	NA	NA	NA	0-20000-0-83671	1979-08-21	1979-08-21	1	1.0	-21.979999542236328	-47.35
787	CR  	1987-03-04	1	1987-03-08	4	0-20000-0-97180	1954-07-01	2022-01-08	46601	-5.070000171661377	119.55000305175781	UJUNG PANDANG/HASANUDDIN
788	VNg 	2004-11-11	80	2004-12-03	22	0-20000-0-17351	1945-04-11	2022-01-08	28533	36.97999954223633	35.29999923706055	ADANA/BOLGE
789	NA 	1978-12-29	7	1980-02-11	409	0-20000-0-10439	1977-01-03	2007-11-02	27935	51.130001068115234	9.279999732971191	FRITZLAR (FLUGPLATZ)
790	NA	NA	NA	NA	NA	0-20000-0-11350	1931-03-28	1934-08-20	31	31.0	47.81999969482422	13.05
791	XXX 	1996-08-19	27	2000-06-01	1381	0-20000-0-27730	1962-01-03	2022-01-08	49970	54.619998931884766	39.720001220703125	RYAZAN'
792	NA	NA	NA	NA	NA	0-20000-0-94110	1979-08-06	1981-10-02	2	2.0	-12.180000305175781	133.02
793	NA 	1946-12-31	99	1983-12-21	13503	0-20000-0-85223	1944-05-01	1989-11-26	1503	-17.41699981689453	-66.18299865722656	COCHABAMBA
794	NA	NA	NA	NA	NA	0-20000-0-26832	1928-07-17	1928-11-16	2	2.0	53.880001068115234	25.3
795	NA	NA	NA	NA	NA	0-20000-0-42262	2015-12-05	2015-12-05	1	1.0	27.8799991607666	78.07
796	XXX 	1998-12-29	27	1999-11-15	321	0-20000-0-24343	1950-02-14	2022-01-08	52276	66.7699966430664	123.4000015258789	ZHIGANSK
797	-922	1988-12-05	31	1993-03-08	1553	0-20000-0-71041	1988-12-05	1994-08-04	40	45.5	-61.25	PORT HAWKESBURY, NS
798	NA	NA	NA	NA	NA	0-20000-0-13585	1918-01-09	1918-01-10	2	2.0	41.349998474121094	21.57
799	NA	NA	NA	NA	NA	0-20000-0-02917	1990-09-24	1990-09-24	1	1.0	63.02000045776367	27.8
800	W__ 	1978-12-26	W__ 	1978-12-26	0	0-20000-0-41936	1963-05-17	2022-01-01	43114	23.18000030517578	89.16999816894531	JESSORE
801	99	1978-10-04	99	1978-10-04	0	0-20000-0-60611	1962-11-14	1996-02-10	18357	28.049999237060547	9.630000114440918	IN-AMENAS
802	NA	NA	NA	NA	NA	0-20000-0-40950	1979-09-07	1988-09-19	3	3.0	34.099998474121094	69.05
803	NA	NA	NA	NA	NA	0-20300-0-76549	1923-04-06	1923-04-06	1	1.0	22.1200008392334	-97.88
804	NA 	1933-02-23	99	1984-01-10	18583	0-20000-0-10505	1920-11-02	1990-05-28	19	50.779998779296875	6.079999923706055	AACHEN-ORSBACH
805	NA	NA	NA	NA	NA	0-20000-0-72575	1944-05-09	1956-08-07	11118	11118.0	41.19599914550781	-112.011
806	XXX 	1995-06-09	NA	1900-01-01	-1	0-20000-0-62435	1948-01-02	1998-10-20	7190	25.464000701904297	30.54199981689453	KHARGA AGRIMET
807	NA	NA	NA	NA	NA	0-20500-0-94222	1926-11-03	1944-12-31	11603	11603.0	47.52000045776367	-121.7
808	NA	NA	NA	NA	NA	0-20000-0-64605	1979-09-11	1996-09-06	2	2.0	5.269999980926514	17.63
809	NA	NA	NA	NA	NA	0-20000-0-26167	1928-03-22	1928-03-22	1	1.0	58.72999954223633	29.88
810	NA	NA	NA	NA	NA	0-20000-0-06080	1990-09-29	1990-09-29	1	1.0	55.52000045776367	8.55
811	8	1978-12-30	8	1978-12-30	0	0-20300-0-72826	1954-01-02	2007-11-18	21815	53.20000076293945	-70.9000015258789	NITCHEQUON
812	1	1970-02-13	1	1970-02-13	0	0-20000-0-32099	1955-03-05	1992-05-29	8367	48.880001068115234	144.6300048828125	MYS TERPENIYA
813	NA	NA	NA	NA	NA	0-20300-0-52391	1960-10-01	1970-03-02	3086	3086.0	41.70000076293945	104.03
814	NA	NA	NA	NA	NA	0-20000-0-94700	1979-09-22	1979-09-22	1	1.0	-33.47999954223633	145.53
815	NA	NA	NA	NA	NA	0-20400-0-5252	1927-06-14	1927-06-16	3	3.0	-1.6699999570846558	36.8
816	NA	NA	NA	NA	NA	0-20000-0-26268	1984-01-07	1984-01-07	1	1.0	57.81999969482422	29.95
817	XXX 	1979-06-26	79	1979-06-27	0	0-20000-0-63225	1979-05-14	1979-06-27	189	9.520000457763672	49.08000183105469	GARDO
818	XXX 	1997-08-25	NA	1900-01-01	-1	0-20000-0-71625	1986-05-01	2006-01-19	1445	45.95000076293945	-77.31700134277344	PETAWAWA A, ONT
819	NA	NA	NA	NA	NA	0-20500-0-93855	1939-05-16	1959-12-31	12875	12875.0	30.68000030517578	-87.75
820	NA	NA	NA	NA	NA	0-20000-0-71948	1979-07-29	1979-07-29	1	1.0	70.16999816894531	-124.7
821	NA	NA	NA	NA	NA	0-20000-0-07207	1920-01-02	1920-01-23	5	5.0	47.52000045776367	-3.12
822	NA	NA	NA	NA	NA	0-20000-0-72564	1926-07-29	1973-09-19	44039	44039.0	41.130001068115234	-104.8
823	NA	NA	NA	NA	NA	0-20000-0-72790	1944-05-03	1953-11-29	786	786.0	47.30400085449219	-119.514
824	NA 	1959-12-31	NA 	1959-12-31	0	0-20000-0-14528	1955-01-02	1990-09-06	1432	44.81999969482422	15.880000114440918	BIHAC
825	NA	NA	NA	NA	NA	0-20000-0-34047	1981-03-10	1981-03-10	1	1.0	51.83000183105469	41.48
826	NA	NA	NA	NA	NA	0-20000-0-83618	1979-07-10	1979-07-10	1	1.0	-20.780000686645508	-51.7
827	NA	NA	NA	NA	NA	0-20000-0-34523	1927-10-14	1927-10-15	4	4.0	48.58000183105469	39.33
828	NA	NA	NA	NA	NA	0-20000-0-91385	1942-02-01	1967-04-21	3818	3818.0	5.880000114440918	-162.08
829	NA	NA	NA	NA	NA	0-20000-0-94844	1995-11-24	1995-11-24	1	1.0	-35.72999954223633	143.92
830	NA	NA	NA	NA	NA	0-20500-0-14827	1918-10-04	1932-03-31	4882	4882.0	40.849998474121094	-85.5
831	NA	NA	NA	NA	NA	0-20000-0-87328	1979-07-14	1979-07-14	1	1.0	-31.950000762939453	-65.13
832	NA	NA	NA	NA	NA	0-20400-0-5408	1931-06-09	1931-08-28	44	44.0	41.900001525878906	107.75
833	NA	NA	NA	NA	NA	0-20000-0-38886	1981-03-23	1981-03-23	1	1.0	37.380001068115234	60.52
834	NA	NA	NA	NA	NA	0-20500-0-93151	1929-09-01	1932-03-31	1229	1229.0	34.83000183105469	-117.13
835	NA 	1943-08-31	NA 	1943-08-31	0	0-20000-0-92023	1943-03-02	1979-07-04	185	-7.329999923706055	146.72999572753906	BULOLO
836	NA	NA	NA	NA	NA	0-20000-0-82994	1927-02-15	1928-11-15	39	39.0	-9.649999618530273	-35.7
837	XXX 	2005-12-22	71	2009-07-06	1292	0-20000-0-91843	1958-10-01	2016-12-24	34175	-21.200000762939453	-159.80999755859375	RAROTONGA (91843-0)
838	NA	NA	NA	NA	NA	0-20000-0-40405	1981-03-17	1981-07-30	2	2.0	26.299999237060547	43.97
839	NA	NA	NA	NA	NA	0-20000-0-59985	1978-12-29	1978-12-29	1	1.0	16.530000686645508	111.62
840	NA 	1978-12-30	99	1988-09-29	3561	0-20000-0-59554	1977-10-01	2012-05-24	11984	22.670000076293945	120.44999694824219	GAOXIONG
841	NA	NA	NA	NA	NA	0-20500-0-93876	1943-08-17	1945-01-06	166	166.0	35.380001068115234	-85.77
842	NA 	1944-08-30	NA 	1944-08-30	0	0-20000-0-92070	1944-07-01	1979-07-09	53	-10.619999885559082	150.6699981689453	SIDEIA
843	NA	NA	NA	NA	NA	0-20300-0-05498	1929-01-16	1935-12-31	981	981.0	-78.56999969482422	-163.93
844	NA	NA	NA	NA	NA	0-20000-0-72774	1939-02-14	1953-05-25	18021	18021.0	45.952999114990234	-112.513
845	NA	NA	NA	NA	NA	0-20000-0-62450	1995-12-28	1999-05-18	2	2.0	29.8700008392334	32.47
846	NA	NA	NA	NA	NA	0-20000-0-52652	1959-07-01	1979-12-31	9281	9281.0	38.93000030517578	100.58
847	NA	NA	NA	NA	NA	0-20000-0-94151	1979-07-27	1980-11-27	7	7.0	-13.649999618530273	136.95
848	NA	NA	NA	NA	NA	0-20000-0-12200	1926-06-17	1942-03-16	232	232.0	53.91999816894531	14.23
849	99	1978-12-29	99	1978-12-29	0	0-20000-0-80222	1960-08-17	2022-01-08	25386	4.699999809265137	-74.1500015258789	BOGOTA/ELDORADO
850	NA	NA	NA	NA	NA	0-20500-0-13742	1933-11-20	1946-04-30	8520	8520.0	37.529998779296875	-76.58
851	NA	NA	NA	NA	NA	0-20000-0-94627	1979-07-20	1981-09-20	21	21.0	-32.93000030517578	117.17
852	V8A 	1987-08-17	14	1987-08-25	8	0-20000-0-87679	1987-08-17	1994-12-24	53	-37.619998931884766	-62.380001068115234	PIGUE AERO
853	NA	NA	NA	NA	NA	0-20000-0-12205	1927-05-21	1934-06-29	351	351.0	53.43000030517578	14.55
854	V8A 	1982-03-06	3	1988-12-28	2489	0-20000-0-40706	1967-05-11	2022-01-08	12032	38.130001068115234	46.25	TABRIZ
855	NA	NA	NA	NA	NA	0-20300-0-91254	1952-09-26	1958-08-18	320	320.0	11.520000457763672	165.55
856	NA	NA	NA	NA	NA	0-20000-0-95758	1979-07-26	1981-09-21	18	18.0	-32.04999923706055	150.87
857	NA	NA	NA	NA	NA	0-20000-0-65019	1932-08-11	1933-06-08	10	10.0	10.479999542236328	7.42
858	NA	NA	NA	NA	NA	0-20000-0-27511	1986-05-05	1986-05-05	1	1.0	55.900001525878906	36.82
859	NA	NA	NA	NA	NA	0-20500-0-63858	1942-05-04	1945-03-27	1148	1148.0	32.349998474121094	-87.35
860	NA	NA	NA	NA	NA	0-20000-0-40045	1960-08-03	1975-01-15	1666	1666.0	35.33000183105469	40.15
861	XXX 	1998-05-19	NA	1900-01-01	-1	0-20300-0-46902	1961-05-01	1998-05-20	5645	10.670000076293945	115.83000183105469	NENSHA ISL
862	NA	NA	NA	NA	NA	0-20000-0-94837	1979-07-14	1979-07-14	1	1.0	-38.380001068115234	142.48
863	NA	NA	NA	NA	NA	0-20000-0-08482	1922-02-20	1934-06-30	12	12.0	36.720001220703125	-4.42
864	NA	NA	NA	NA	NA	0-20000-0-45011	1986-05-31	1998-06-25	13	13.0	22.200000762939453	113.53
865	NA	NA	NA	NA	NA	0-20500-0-93803	1943-02-16	1956-06-27	806	806.0	36.0	-85.47
866	NA	NA	NA	NA	NA	0-20000-0-40290	1961-10-17	1967-05-11	69	69.0	31.8700008392334	35.22
867	NA	NA	NA	NA	NA	0-20000-0-72765	1980-06-15	1984-11-20	2	2.0	47.75	-101.83
868	NA	NA	NA	NA	NA	0-20300-0-12505	1948-03-01	1956-07-23	864	864.0	11.300000190734863	167.48
869	NA	NA	NA	NA	NA	0-20500-0-35054	1928-11-14	1928-11-17	3	3.0	51.349998474121094	0.35
870	79	1978-12-29	79	1978-12-29	0	0-20000-0-97340	1974-07-01	2022-01-08	39153	-9.670000076293945	120.33000183105469	WAINGAPU/MAU HAU
871	NA	NA	NA	NA	NA	0-20000-0-47031	1986-05-25	1986-05-25	1	1.0	40.369998931884766	127.25
872	NA	NA	NA	NA	NA	0-20000-0-25715	1985-02-21	1985-02-21	1	1.0	62.5	155.78
873	NA	NA	NA	NA	NA	0-20000-0-40627	2004-10-09	2015-10-16	917	917.0	34.382999420166016	41.017
874	NA 	1963-07-24	NA 	1963-07-24	0	0-20000-0-16641	1952-07-02	2005-05-24	2513	39.619998931884766	19.920000076293945	KERKYRA (AIRPORT)
875	NA	NA	NA	NA	NA	0-20000-0-08285	1922-03-26	1929-10-26	80	80.0	39.45000076293945	-0.35
876	NA	NA	NA	NA	NA	0-20500-0-41610	1958-03-17	1958-07-10	225	225.0	11.149999618530273	166.85
877	NA	NA	NA	NA	NA	0-20000-0-68176	1986-05-13	1991-02-15	3	3.0	-23.149999618530273	29.57
878	??? 	1970-01-30	99	1980-06-12	3785	0-20000-0-87178	1949-01-25	1998-03-06	828	-27.391000747680664	-55.96699905395508	POSADAS AERO
879	79	1978-12-30	79	1978-12-30	0	0-20000-0-48620	1963-03-13	2018-05-31	59379	4.21999979019165	100.69999694824219	SITIAWAN
880	NA	NA	NA	NA	NA	0-20000-0-08141	1925-01-17	1925-01-17	1	1.0	41.650001525878906	-4.73
881	XXX 	2005-12-19	NA	1900-01-01	-1	0-20000-0-94926	1947-01-01	2005-12-27	80834	-35.308998107910156	149.1999969482422	CANBERRA AIRPORT
882	NA	NA	NA	NA	NA	0-20300-0-24220	1920-08-14	1951-11-15	14107	14107.0	47.029998779296875	-120.52
883	NA	NA	NA	NA	NA	0-20500-0-41611	1958-03-24	1958-07-10	232	232.0	10.170000076293945	166.0
884	NA	NA	NA	NA	NA	0-20000-0-08162	1925-01-24	1928-03-31	67	67.0	41.630001068115234	-0.73
885	NA 	1974-07-29	99	1986-05-02	4294	0-20000-0-74754	1941-07-03	1988-06-28	2543	31.316999435424805	-92.55000305175781	ENGLAND AFB, LA.
886	NA	NA	NA	NA	NA	0-20000-0-91258	1958-03-27	1975-06-29	603	603.0	11.229999542236328	169.85
887	NA	NA	NA	NA	NA	0-20000-0-02814	1932-09-16	1933-09-13	94	94.0	66.72000122070312	27.42
888	NA	NA	NA	NA	NA	0-20000-0-76840	1986-05-13	1986-08-30	2	2.0	16.229999542236328	-93.9
889	NA	NA	NA	NA	NA	0-20000-0-06310	1928-06-11	1929-05-26	2	2.0	51.45000076293945	3.57
890	NA	NA	NA	NA	NA	0-20000-0-74201	1944-05-20	1951-03-31	6153	6153.0	48.132999420166016	-123.4
891	NA 	1969-05-27	99	1981-04-27	4352	0-20000-0-60602	1957-07-17	1990-02-13	8597	30.1299991607666	-2.1700000762939453	BENI-ABBES
892	8	1986-06-09	8	1986-06-09	0	0-20000-0-35068	1986-06-09	1992-11-13	5	51.880001068115234	66.33000183105469	ESIL'
893	ZRg 	2007-02-15	87	2007-02-26	11	0-20000-0-72318	1995-11-09	2022-01-09	19206	37.20399856567383	-80.41400146484375	BLACKSBURG, VA.
894	W__ 	1963-03-31	99	1991-03-07	10203	0-20000-0-97686	1960-04-04	2022-01-03	5882	-4.070000171661377	138.9499969482422	WAMENA
895	NA	NA	NA	NA	NA	0-20000-0-02937	1935-02-15	1935-02-17	3	3.0	61.18000030517578	22.62
896	NA	NA	NA	NA	NA	0-20000-0-36021	1986-06-05	1986-06-05	1	1.0	52.25	79.13
897	NA	NA	NA	NA	NA	0-20400-0-5564	1926-08-05	1926-08-05	1	1.0	66.87000274658203	-49.37
898	NA 	1963-07-09	99	1991-12-18	10389	0-20000-0-92076	1963-06-11	1994-10-23	897	-2.5799999237060547	150.85000610351562	KAVIENG W.O.
899	NA	NA	NA	NA	NA	0-20500-0-24255	1943-01-01	1957-08-31	4373	4373.0	48.349998474121094	-122.67
900	NA	NA	NA	NA	NA	0-20000-0-41898	1986-06-24	1986-06-24	1	1.0	24.450000762939453	89.7
901	NA	NA	NA	NA	NA	0-20400-0-5105	1927-06-14	1927-06-14	1	1.0	49.380001068115234	2.92
902	NA	NA	NA	NA	NA	0-20000-0-62440	1937-06-16	1967-02-25	8528	8528.0	30.579999923706055	32.27
903	NA	NA	NA	NA	NA	0-20000-0-60165	1985-02-22	1998-06-05	6	6.0	33.22999954223633	-8.52
904	BFI 	2011-08-17	115	2012-02-27	193	0-20000-0-48568	1954-07-01	2021-10-13	77069	7.179999828338623	100.62000274658203	SONGKHLA
905	NA	NA	NA	NA	NA	0-20400-0-5372	1925-04-14	1925-08-17	3	3.0	49.02000045776367	17.65
906	NA	NA	NA	NA	NA	0-20000-0-48421	1983-02-01	1988-07-12	2	2.0	14.75	98.63
907	H9G 	2010-06-30	133	2016-05-11	2142	0-20000-0-56985	1945-05-01	2021-12-31	39878	23.3799991607666	103.44999694824219	MENGZI
908	VHg 	1997-09-22	61	1997-09-22	0	0-20001-0-08495	1948-01-01	2015-10-02	74035	36.150001525878906	-5.349999904632568	GIBRALTAR (8495-1)
909	NA	NA	NA	NA	NA	0-20400-0-4794	1937-06-28	1937-06-28	1	1.0	69.52999877929688	31.25
910	NA	NA	NA	NA	NA	0-20000-0-72271	1985-02-01	1985-02-01	1	1.0	33.22999954223633	-107.27
911	NA 	1964-12-31	99	1989-08-24	9002	0-20000-0-30650	1962-08-09	1989-11-20	229	53.20000076293945	112.69999694824219	ROMANOVKA
912	NA	NA	NA	NA	NA	0-20000-0-81830	1974-06-11	1974-08-19	3	3.0	-5.199999809265137	-40.7
913	NA 	1945-01-24	NA 	1945-01-24	0	0-20400-0-5976	1945-01-24	2003-12-27	251	-20.469999313354492	-66.83000183105469	Uyuni
914	-922	1980-07-31	62	2002-04-17	7930	0-20000-0-03488	1980-07-31	2006-03-20	51	52.77000045776367	1.350000023841858	WEYBOURNE
915	-922	1978-12-29	99	1980-01-05	371	0-20000-0-60714	1927-05-11	1998-02-20	20993	37.279998779296875	9.869999885559082	BIZERTE
916	XXX 	2011-08-30	NA	1900-01-01	-1	0-20000-0-10200	1952-04-27	2011-08-31	49515	53.369998931884766	7.21999979019165	EMDEN-FLUGPLATZ
917	NA	NA	NA	NA	NA	0-20500-0-3911	1918-08-16	1918-12-31	61	61.0	38.029998779296875	-95.82
918	NA 	1978-12-30	8	1979-01-01	2	0-20000-0-71467	1955-11-01	1986-07-15	23853	72.0	-124.5	SACHS HARBOUR CLIMATE, NWT
919	NA	NA	NA	NA	NA	0-20400-0-5085	1927-10-14	1927-10-14	1	1.0	43.08000183105469	8.2
920	ZRg 	2007-10-26	87	2007-11-05	10	0-20000-0-74455	1926-10-26	2022-01-08	71211	41.611000061035156	-90.58200073242188	QUAD CITY, IA.
921	-922	1978-12-29	99	1978-12-30	0	0-20000-0-64400	1947-03-01	2022-01-08	36726	-4.803999900817871	11.881999969482422	POINTE-NOIRE
922	V8A 	1975-08-05	11	1985-07-03	3620	0-20000-0-41217	1975-07-17	2022-01-08	40391	24.43000030517578	54.470001220703125	ABU DHABI INTERNATIONAL AIRPORT
923	NA	NA	NA	NA	NA	0-20400-0-4996	1931-01-13	1931-01-16	4	4.0	59.15999984741211	57.6
924	NA	NA	NA	NA	NA	0-20000-0-62459	1960-03-04	1967-04-30	7391	7391.0	28.229999542236328	33.62
925	NA	NA	NA	NA	NA	0-20400-0-5576	1920-11-11	1924-09-07	90	90.0	49.900001525878906	2.3
926	XXX 	1995-10-25	NA	1900-01-01	-1	0-20000-0-36177	1944-06-02	1995-10-26	48502	50.349998474121094	80.25	SEMIPALATINSK
927	NA	NA	NA	NA	NA	0-20400-0-5733	1932-10-26	1933-08-30	64	64.0	61.130001068115234	-21.9
928	NA 	1970-07-31	99	1984-02-10	4941	0-124-0-73110	1955-07-05	2021-12-31	7258	44.630001068115234	-63.5	Shearwater UA, NS
929	NA	NA	NA	NA	NA	0-20400-0-5380	1927-10-16	1928-03-01	2	2.0	50.33000183105469	3.53
930	NA 	1940-06-28	NA 	1940-06-28	0	0-20000-0-41564	1927-10-15	2002-09-15	136	33.599998474121094	71.43000030517578	KOHAT
931	NA	NA	NA	NA	NA	0-20400-0-5198	1927-10-11	1928-11-13	5	5.0	45.70000076293945	2.25
932	H9G 	2005-09-01	132	2018-01-01	4505	0-20000-0-56146	1956-08-20	2021-12-31	44320	31.6299991607666	99.9800033569336	GARZE
933	NA	NA	NA	NA	NA	0-20000-0-15628	1988-08-04	1988-08-04	1	1.0	42.220001220703125	24.33
934	NA	NA	NA	NA	NA	0-20000-0-47605	1939-03-10	1941-06-14	706	706.0	36.59000015258789	136.635
935	UIa 	2007-11-12	90	2007-11-12	0	0-20000-0-41923	1938-12-31	2022-01-01	62166	23.767000198364258	90.38300323486328	DHAKA
936	NA 	1978-12-28	NA 	1978-12-28	0	0-20000-0-62464	1947-01-05	1990-01-20	13049	27.25	33.79999923706055	HURGUADA POLLUTION
937	NA	NA	NA	NA	NA	0-20000-0-16040	1982-02-04	1990-03-15	4	4.0	46.5	13.58
938	NA	NA	NA	NA	NA	0-20000-0-37719	1989-08-20	1989-08-24	2	2.0	40.599998474121094	45.35
939	NA	NA	NA	NA	NA	0-20000-0-47606	1933-04-13	1940-08-05	731	731.0	36.79199981689453	137.056
940	NA	NA	NA	NA	NA	0-20000-0-87412	1983-02-09	1984-04-15	2	2.0	-33.77000045776367	-69.03
941	NA	NA	NA	NA	NA	0-20000-0-48604	1988-08-01	1988-08-01	1	1.0	6.480000019073486	100.27
942	NA	NA	NA	NA	NA	0-20000-0-47607	1942-06-30	1946-09-09	999	999.0	36.70899963378906	137.202
943	XXX 	1994-08-22	9	1994-08-22	0	0-20000-0-64401	1949-01-01	2005-02-25	12811	-4.199999809265137	12.699999809265137	DOLISIE
944	NA	NA	NA	NA	NA	0-20000-0-62615	1974-07-27	1974-07-27	1	1.0	22.200000762939453	36.7
945	W__ 	1978-12-29	99	1980-02-04	402	0-20000-0-67027	1966-05-10	2021-11-17	43320	-15.670000076293945	46.349998474121094	MAHAJANGA
946	NA	NA	NA	NA	NA	0-20000-0-44285	1989-08-25	1989-08-25	1	1.0	46.900001525878906	102.77
947	79	1978-12-29	79	1978-12-29	0	0-20000-0-97230	1954-07-03	2022-01-08	44535	-8.75	115.16999816894531	DENPASAR/NGURAH RAI
948	NA 	1963-07-30	99	1982-02-06	6766	0-20000-0-30157	1962-08-10	1992-09-20	92	58.29999923706055	112.80000305175781	MAMA
949	NA	NA	NA	NA	NA	0-20000-0-47612	1933-05-31	1941-09-02	1190	1190.0	37.106998443603516	138.247
950	VN8 	2006-03-31	NA	1900-01-01	-1	0-20000-0-60018	1912-03-14	2022-01-08	38955	28.299999237060547	-16.510000228881836	TENERIFE-GUIMAR
