	Unnamed: 0	date_time	sensor_id	value	source	comment
183	183	2013-04-02 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
184	184	2013-04-03 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
185	185	2013-04-03 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
186	186	2013-04-04 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
187	187	2013-04-04 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
188	188	2013-04-05 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
189	189	2013-04-05 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
190	190	2013-04-06 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
191	191	2013-04-06 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
192	192	2013-04-07 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
193	193	2013-04-07 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
194	194	2013-04-08 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
195	195	2013-04-08 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
196	196	2013-04-09 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
197	197	2013-04-09 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
198	198	2013-04-10 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
199	199	2013-04-10 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
200	200	2013-04-11 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
201	201	2013-04-12 00:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
202	202	2013-04-12 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
203	203	2013-04-12 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
204	204	2013-04-13 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
205	205	2013-04-13 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
206	206	2013-04-14 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
207	207	2013-04-14 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
208	208	2013-04-15 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
209	209	2013-04-15 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
210	210	2013-04-16 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
211	211	2013-04-16 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
212	212	2013-04-17 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
213	213	2013-04-17 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
214	214	2013-04-18 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
215	215	2013-04-18 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
216	216	2013-04-19 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
218	218	2013-04-20 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
219	219	2013-04-20 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
220	220	2013-04-21 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
221	221	2013-04-21 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
222	222	2013-04-22 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
223	223	2013-04-22 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
224	224	2013-04-23 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
225	225	2013-04-23 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
226	226	2013-04-24 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
227	227	2013-04-24 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
228	228	2013-04-25 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
229	229	2013-04-25 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
230	230	2013-04-26 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
231	231	2013-04-26 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
232	232	2013-04-27 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
233	233	2013-04-27 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
234	234	2013-04-28 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
235	235	2013-04-28 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
236	236	2013-04-29 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
237	237	2013-04-29 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
238	238	2013-04-30 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
239	239	2013-04-30 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
240	240	2013-05-01 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
241	241	2013-05-01 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
242	242	2013-05-02 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
243	243	2013-05-02 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
244	244	2013-05-03 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
245	245	2013-05-03 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
246	246	2013-05-04 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
247	247	2013-05-04 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
248	248	2013-05-05 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
249	249	2013-05-05 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
250	250	2013-05-06 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
251	251	2013-05-06 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
252	252	2013-05-07 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
253	253	2013-05-07 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
254	254	2013-05-08 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
255	255	2013-05-08 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
256	256	2013-05-09 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
257	257	2013-05-09 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
258	258	2013-05-10 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
259	259	2013-05-10 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
261	261	2013-05-11 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
262	262	2013-05-12 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
263	263	2013-05-12 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
264	264	2013-05-13 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
265	265	2013-05-13 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
266	266	2013-05-14 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
267	267	2013-05-14 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
268	268	2013-05-15 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
270	270	2013-05-16 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
271	271	2013-05-16 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
272	272	2013-05-17 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
273	273	2013-05-17 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
274	274	2013-05-18 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
275	275	2013-05-18 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
276	276	2013-05-19 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
277	277	2013-05-19 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
278	278	2013-05-20 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
279	279	2013-05-20 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
280	280	2013-05-21 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
281	281	2013-05-21 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
282	282	2013-05-22 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
283	283	2013-05-22 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
284	284	2013-05-23 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
285	285	2013-05-23 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
286	286	2013-05-24 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
287	287	2013-05-24 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
288	288	2013-05-25 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
289	289	2013-05-25 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
290	290	2013-05-26 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
291	291	2013-05-26 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
292	292	2013-05-27 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
293	293	2013-05-27 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
294	294	2013-05-28 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
295	295	2013-05-28 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
296	296	2013-05-29 12:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
297	297	2013-05-29 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
298	298	2013-05-30 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
299	299	2013-05-30 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
