
########################################################################################
# This file contains data retrieved from the CDS https://cds.climate.copernicus.eu/cdsapp#!/dataset/insitu-observations-igra-baseline-network
# This is a C3S product under the following licences:
# #     - licence-to-use-copernicus-products
#     - igra-data-policy
# This is a CSV file following the CDS convention cdm-lev
# Data source: IGRA_H
# Version: v1
# Time extent: 20090401 - 20090401
# Geographic area: global
# Variables selected and units
# #	air_temperature [ K ]
########################################################################################
station_name,radiosonde_code,sensor_model,report_timestamp,actual_time,report_id,longitude,latitude,height_of_station_above_sea_level,air_pressure,air_temperature
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,86660,292.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,85920,292.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,85630,292.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,85000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,84770,291.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,83850,291.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,82630,291.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,78100,289.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,77130,288.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,75230,287.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,72440,285.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,71210,284.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,70920,284.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,70000,
