sensor_id,comment
QCR,"  QCR Canada Rocketsonde Buoy {~ 2000}^ <F=T400-406FD,P=Ac,T=TBc,U=2Ah,N=G> University of British Columbia, Vancouver, BC"
QCW,  QCW Canada solar absorption water vapor rocketsonde {1973}^
QD0,  QD0 Germany DDR Lindenberg Observatory MRS 3000 rocketsonde {1979}^
QD1,  QD1 Germany DDR Lindenberg Observatory MRS 3010 rocketsonde {1984}^
QD2,  QD2 Germany DDR Lindenberg Observatory MRS 3020 rocketsonde {late 1980s?}^
QDH,  QDH Germany Reichsamt fuer Wetterdienst (RfW) Hochsonde rocketsonde {1940s}^
QDM,  QDM Germany Menzer Sittel Schulze rocketsonde {1950}^
QDR,  QDR Germany Regener Koelzer rocketsonde {1940s}^
QDV,  QDV Germany V-2 rocket with meteorological payload {1946}^
QFD,"  QFD France Met. Nationale 229.9 MHz AM rocketsonde on Super Arcas {1967}^ <F=V229.9A?,T=W+nickel plate,U=AX,W=Ra>"
QFM,  QFM France Meduse (Jellyfish) falling sphere {1990s?}^
QFT,"  QFT France Met. Nationale 400 MHz FM rocketsonde {1971}^ <F=V400F?,T=W,U=AX,W=Ra>"
QFV,"  QFV France manometer on Veronique meteorological rocket {1961}^ (LPA, Paris)"
QGA,  QGA Britain artillery shell smoke trail {1944}^
QGB,"  QGB Britain Bristol Aerojet rocketsonde for Skua {1963}^ <F=T27.5F-,T=W(tungsten coil),W=Ra>"
QGC,  QGC Britain chemical tracers from Skylark {19580417}^
QGG,  QGG Britain grenade from Skylark {1957}^
QH1,  QH1 China meteorological payload PTDW for T-7 rocket {1963}^
QH2,"  QH2 China Shanghai Radio Factory #23 GHZ1 rocketsonde for Peace II meteorological rocket {1967}^ <F=V???,P=?,T=TB,W=RC or Ra >"
QH6,"  QH6 China Shanghai Radio Factory #23 rocketsonde for Peace VI meteorological rocket {1971}^ <F=V???,P=?,T=TB,W=RC or Ra>"
QHJ,  QHJ China Shanghai Radio Factory #23 GTJ1 rocketsonde {~2007}^
QI1,"  QI1 India prototype rocketsonde {1968}^ <F=V1680PL,T=TB>"
QI2,  QI2 India Menaka II rocket meteorological payload {1975}^
QI3,  QI3 India Rohini-200 rocket meteorological payload {1982}^ <T=TB>
QJ5,  QJ5 Japan MT-135 rocketsonde on MT-135 rocket {1964}^ <T=W>
QJ6,  QJ6 Japan sound signal grenades on Kappa-6 or 6H sounding rocket {195812}^
QJ7,  QJ7 Japan Kappa-7 sounding rocket payload {1960}^
QJ8,  QJ8 Japan sound signal grenades on Kappa-8 sounding rocket {1960}^
QJA,  QJA Japan Meisei MT-135JA rocketsonde {~1985}^
QJD,"  QJD Japan Tsukuba Tech datasonde for MT-135 rocket {1990}^ <F=T1687??,P=?,T=W,W=T> Tsukuba College of Technology, Tsukuba, Japan"
QJE,  QJE Japan Meisei ES-64CP Echosonde rocketsonde {1964}^
QJK,  QJK Japan spectroscope for K-9M sounding rocket {~ 1965}^
QJL,  QJL Japan spectroscope for L-3 sounding rocket {~ 1965}^
QJM,"  QJM Japan Meisei MT-135P rocketsonde for MT-135 rocket {1970}^ <F=?1687??,T=W>"
QJP,  QJP Japan Pencil sounding rocket {1955}^
QJT,  QJT Japan MT-160 rocketsonde on MT-135 rocket {mid 1960s}^
QJe,"  QJe Japan Meisei ES-64B Echosonde rocketsonde {mid-1960s}^ <F=?1687H-,P=?,T=W,W=Ta1673>"
QR1,"  QR1 USSR M-100B rocketsonde {~1975}^ <F=?22.1??,P=2M,T=4W,U=PA,W=T1780>"
QR2,  QR2 USSR rocketsonde for MR-12 rocket {1968}^
QR6,  QR6 USSR CAO rocketsonde for MMR-06 rocket {~1971}^
QRB,"  QRB USSR/Russia M-100B rocketsonde {1990}^ <F=?22.1??,P=2M,T=4W,U=PA,W=T1780>"
QRC,"  QRC USSR CAO meteorological rocketsonde {early 1960s?}^ <F=V1770-1795??,P=6M, T=2T>"
QRI,"  QRI USSR IGY meteorological rocketsonde {1957}^ <P=M,T=W>"
QRM,"  QRM USSR rocketsonde for M-100 rocket {early 1960s?}^ <F=?22.15FM,P=2M,T=4W,W=RC+Ra+T(1770-1795)>"
QRO,"  QRO USSR CAO water vapor and atomic oxygen rocketsonde {1965}^ <F=T?FE,P=P,T=P,U=TEh>"
QRP,  QRP USSR Polyarny rocket PT meteorograph {1936}^
QRT,  QRT USSR CAO concentration and meteorological rocketsonde {mid 1960s}^ <P=2M>
QRV,  QRV Russia Volna-TC tropical cyclone sounding system {proposed 1998}^
QRk,"  QRk Russia CAO rocket Microsonde {~ 1992}^ <F=T1780DL,T=W>"
QRm,"  QRm USSR rocketsonde for M-100 rocket {early 1970s?}^ <F=?22.15FM,P=2M,T=4W,W=RC+Ra+T(1770-1795)>"
QU1,  QU1 USA Germany V-2 rocket with Giannini angle of attack sensor for wind {1946}^ <W=E>
QUA,"  QUA Goddard instrumented rocket {19290719}^ <P=B,T=M>"
QUB,  QUB USA WAC Corporal A rocket with meteorological equipment {19451011}^
QUC,  QUC USA Bumper WAC Corporal rocket with temperature sensors {19490224}^
QUD,  QUD USA pressure difference method on Aerobee rocket {1949}^
QUE,  QUE USA Deacon balloon-launched rocketsonde {1952}^
QUF,"  QUF USA Cooper Development Corp. Rocksonde 100 or 200, PWN-5 {1956}^"
QUG,"  QUG USA Arcas Kitty AN/DMQ-6 (XE-3) rocketsonde {1958}^ <F=V1690FE,P=H(safrole),T=TB or TR,W=T(403 MHz)>"
QUH,"  QUH US Army Alpha modified AN/AMT-4 rocketsonde for ARCAS {1959}^ <F=V1680??,P=?,T=TB>"
QUI,"  QUI USA Bendix AN/AMQ-15 rocketsonde {1959}^ <F=Vt403PE,P=A+H(CFC-11 fluid),T=2R,U=D,plus sensor for index of refraction and nadir radiometer>"
QUJ,  QUJ USA rocket grenades for Nike Cajun {1960}^
QUK,  QUK USA Rockoon rocketsonde {~ 1960}^
QUL,"  QUL USA Republic Aviation AN/AMQ-22 rocketsonde {~ 1960}^ <F=T1685?E> Republic Aviation Corporation, Farmingdale, NY"
QUM,"  QUM USA Delta (T. F.) rocketsonde for Arcas {~ 1960}^ <F=V1680AB,T=TB>"
QUN,  QUN USA falling smooth sphere from Aerobee rocket {~1961}^
QUO,"  QUO USA Lexington Army Depot Delta or Delta I rocketsonde {early 1960s}^ <F=V1680AB,T=TB,W=RA(AN/GMD-1A)>"
QUP,  QUP USA Univ. of Michigan smoke trail with CRICKET rocket {1962}^
QUQ,"  QUQ USA Army Electronics R&D Laboratory AN/DMQ(XE-1) or 4-channel modified AN/DMQ-6 {development 1962}^ <F=V1690PM,P=H,T=TR or TB,U=none}"
QUR,"  QUR USA Sparrow C-8 with DENPRO density probe {1964}^ (Pacific Missile Range, Point Mugu, CA)"
QUS,  QUS USA Rose inflatable sphere {1961}^
QUT,  QUT USA Bendix PAULA-I air-launched rocketsonde {proposed 1964}^
QUU,  QUU USA General Dynamics air-launched rocketsonde {proposed 1964}^
QUV,  QUV USA inflatable sphere for Cajun Dart rocket {~ 1965}^
QUW,  QUW USA Gamma and Gamma II rocketsondes for Arcas {~1960}^
QUX,  QUX USA Borg Warner rocketsonde {1960s?}^
QUY,"  QUY USA PMR II rocketsonde {1960s?}^ PMR = Pacific Missile Range, Point Mugu, CA"
QUZ,  QUZ USA Metrosonde rocketsonde {1960s?}^
QUa,  QUa USA Servo-Mech SM-1 rocketsonde {1960s?}^
QUb,  QUb USA Arcasonde rocketsonde {~ early 1960s}^
QUc,"  QUc USA Arcasonde 1A rocketsonde, long wire thermistor mount {1960s?}^"
QUd,"  QUd USA Atlantic Research Corp. Arcasonde 1A rocketsonde {~ mid 1960s}^ launched by ARCAS <F=V1680PL,T=TB>"
QUe,"  QUe USA Atlantic Research Corp. Arcasonde 2 or 2A rocketsonde {1960s?}^ <F=V1660-1700PL,T=TB>"
QUf,"  QUf USA Atlantic Research Corp. Arcasonde 2B rocketsonde {1960s?}^ <F=V1660-1700PM,T=TB,N=T403>"
QUg,"  QUg USA Arcasonde 3 rocketsonde {1960s}^ <F=V1660-1700P?,N=T403(optional)>"
QUh,  QUh USA Arcasonde 4 rocketsonde {1970s?}^
QUi,  QUi USA solid state Arcasonde rocketsonde {1960s?}^
QUj,"  QUj USA W0X-1A rocketsonde launched on HASP III {1968}^ <F=T403PL,T=TB>"
QUk,  QUk USA W0X-3A rocketsonde launched on HASP {late 1960s?}^
QUl,"  QUl US Navy W0X-4A rocketsonde for HASP III Dart {late 1960s?}^ <F=T403PL,T=TB>"
QUm,"  QUm USA Bendix AN/DMQ-9 transponder rocketsonde {~ mid 1960s}^ <F=V1680FL,T=TB,N=T403>"
QUn,  QUn USA Jimsphere inflatable sphere {1964}^ <W=Ra>
QUo,"  QUo USA Jimsphere with MSFC high-resolution thermistor {1965}^ <F=T?PL,T=TB,W=Ra>"
QUp,  QUp USA Metrophysics transponder rocketsonde on Loki Dart {~ 1965}^
QUq,"  QUq USA ROBIN (ROcket Balloon INstrument) inflatable sphere, rocket or pibal {1960}^"
QUr,"  QUr USA STS-1 Stratospheric Temperature Sonde {1965}^ <F=V1680AB,T=T(thermistor mounted on Mylar film)>"
QUs,"  QUs Canada/USA 5-inch HARP 5-1 gun probe Metsonde {1960~1964}^ Gerald V. Bull, Canadian Armament and Research Development Establishment (CARDE)"
QUt,"  QUt Canada/USA 5-inch HARP 5-3 gun probe Metsonde {1960~1964}^ Gerald V. Bull, Canadian Armament and Research Development Establishment (CARDE)"
QUu,"  QUu Canada/USA 7-inch HARP 7-1 gun probe Metsonde {~1961}^ Gerald V. Bull, Canadian Armament and Research Development Establishment (CARDE)"
QUv,"  QUv Canada/USA 7-inch HARP 7-2 gun probe Metsonde {1962~1964}^ Gerald V. Bull, Canadian Armament and Research Development Establishment (CARDE)"
QUw,"  QUw USA/Canada Harp 16-inch gun-launched meteorological sounder {~1961}^ Gerald V. Bull, Canadian Armament and Research Development Establishment (CARDE)"
QUx,"  QUx USA Space Data Datasonde for Judi or Loki PWN-8A {1968}^ <F=T1680AL,T=TB,W=Ta>"
QUy,"  QUy USA Space Data Datasonde for Loki PWN-8B {1968}^ <F=T1680AL,T=TB,W=Ta>"
QUz,  QUz USA Univ. of Michigan pitot tube for Sparrow ARCAS {1968}^
QV1,"  QV1 Vaisala RK91 low level rocketsonde {~ 2000}^ (up to 1 km) <F=T400.15-406DL,P=Sc,T=Wc,U=2Ah(PTU same as Vaisala RS90),W=none>"
QZ1,  QZ1 VIZ model 1049 US Navy 403 MHz aircraft-launched rocketsonde {1960}^ (T=371)
QbW,  QbW Sweden Stockholm University Lyman-alpha Hygrosonde II {2001}^ <U=Y>
QuA,  QuA USA Mini-Loki STS M. L. rocketsonde for Loki Dart {~1969}^ <F=T1680??>
QuB,"  QuB USA Space Data Datasonde for Super Loki dart PWN-10A {1968}^ <F=T430+1684??,T=TB,W=RA+TA>"
QuC,  QuC USA Space Data Datasonde for Super Loki dart PWN-10B {1968}^
QuD,"  QuD USA Colspan Environmental Systems rocketsonde {~ 1970}^ Colspan Environmental Systems, Boulder, CO"
QuE,  QuE USA Jimsonde thermistor for Jimsphere {1970}^ <T=TB>
QuF,  QuF USA Space Data Datasonde II for Super Loki dart PWN-10A {~ 1970}^
QuG,"  QuG USA Space Data Datasonde for Super Loki dart PWN-11A {~1972}^ <F=T1684??,T=TB,W=RA>"
QuH,"  QuH USA AFCRL transpondersonde for Super Loki {1971}^ (F=V1680PE,T=TB,N=T403)"
QuI,  QuI USA University of Utah 3-thermistor rocketsonde {~1977}^ <T=3TB>
QuJ,  QuJ USA Super Loki Robin (ROcket Balloon INstrument) PWN-12A {1970s}^
QuK,"  QuK USA METEORS rocketsonde on Super Loki {~ 1995}^ (NASA Langley Research Center, Hampton, VA)"
QuL,"  QuL USA ROCKI rocketsonde {~ 1995}^ Phillips Laboratory, Hanscom AFB, MA"
QuM,"  QuM USA Viper IIIA or Viper 3A falling sphere {~ 1980s}^ (NASA Wallops Flight Facility, Wallops Island, USA)"
QuN,  QuN USA AIR GPS Rocket Intellisonde RKS-700-4035 {1995}^ (Atmospheric Instrumentation Research = AIR)
QuO,  QuO USA Univ of Michigan transit-time accelerometer rigid sphere {1955}^
QuP,  QuP US Navy NOL biconical decelerator {~ 1970}^ NOL = Naval Ordnance Laboratories
QuQ,  QuQ USA Robinette inflatable sphere {~ late 1960s}^
QuR,  QuR USA Motorola Advanced Meteorological Sounding System (AMSS) rocketsonde {1968}^
QuS,"  QuS USA Bendix Cricketsonde for reusable CRICKET (Cold Rocket Instrument Carrying Kit) rocket {1962}^ <F=T403(L+B)B,P=A,T=TR(ML-419/AMT-4),U=C(ML-476/AMT-4),W=none>"
Quc,"  Quc USA Loki, ejected chaff wind tracking {1955}^"
Quf,  Quf USA Army Signal Research and Development Laboratory Rocket Atmospheric Sounding System (RASS) {1958}^
Quh,"  Quh USA AFCRL transmittersonde for Super Loki {1971}^ (F=V1680PE,T=TB)"
Qus,"  Qus USA Stanford Research Institute low-cost rocketsonde {1958}^ <F=V1680/403??,T=TB,W=Ta>"
R46,  R46 USSR A-46 airplane radiometeorograph {1963}^ <F=??ME>
RA1,  RA1 USSR A-22 temperature only radiosonde {1957}^
RA3,"  RA3 USSR A-22-III radiosonde {1957}^ (W2=12, T=073) <F=V403MR,P=2A(phosphorous bronze),T=BC,U=G,W=Dm>"
RA4,"  RA4 USSR A-22-IV transponder radiosonde {1961}^ (W2=12, T=074) <F=V403ME,P=2A,T=BC,U=G,W=T216m>"
RA6,"  RA6 USSR A-22-VI transponder radiosonde {~ 1960}^ <F=V403ME,P=2A,T=BC,U=G,W=T216m>"
RA7,"  RA7 USSR A-22-VII transponder radiosonde {1960s}^ (T=081) <F=V403ME,P=2A,T=BC,U=G,W=T216m>"
RAD,"  RAD USSR A-22-IV.D transponder radiosonde {early 1960s}^ (T=078) <F=V403ME,P=2A,T=BC,U=G,W=T216m>"
RAK,  RAK USSR A22 or RKZ unspecified model {1957}^ (W2=21)
RAL,  RAL USSR A-60 long-range radiosonde {mid 1960s}^
RAM,"  RAM USSR A-22-IV 216 MHz transponder radiosonde {early 1960s?}^ (W2=12, T=074) <F=V216ME,P=2A,T=BC,U=G,W=T216m>"
RAR,  RAR USSR A-58 Riga Gidrometpribor low-level radiosonde {1964}^
RA_,"  RA_ USSR A-22 unspecified model {1957}^ (I=S3, T=070)"
RAd,  RAd USSR A-22-IV radiosonde unspecified model^
RCL,"  RCL USSR Lebedev commutator PTU radiosonde {1940s?}^ <F=V?MR,P=D,T=D(?),U=H>"
RD1,"  RD1 Russia RZM-1-01 radiosonde with 1680 MHz Vektor-M phased-array tracking {~2006}^ <F=T1680PL,P=0,T=TR(MMT-1),U=A(HS-03M),W=Ta>"
RD3,"  RD3 Russia RZM-3-01 radiosonde with Vektor-M 1680 MHz phased-array phased-array tracking {~2006}^ <F=T1680PL,P=0,T=TR(MMT-1),U=A(HS-03M),W=Ta>"
RD6,"  RD6 Russia MRZ-6 1780 MHz radiosonde, capacitive hygrometer {~1998}^ <F=T1780PL,P=0,T=TR(MMT-1),U=A(DV-01),W=Ta>"
RDA,"  RDA Russia RZM-2 radiosonde with 1780 MHz AVK tracking {2006} 31313=56803^ (W3=68) <F=T1680PL,P=0,T=TR(MMT-1),U=A(HS-03M),W=Ta>"
RDC,"  RDC Russia MRZ-3AM 1780 MHz AVK radiosonde, DVR capacitive hygrometer {~1997} 31313=52703 (dry)^ (WMO=27) <F=T1780PL,P=0,T=TR(MMT-1),U=A(DVR),W=Ta>"
RDK,"  RDK Russia MRZ-3AM 1780 MHz AVK ARMA radiosonde, DVR capacitive hygrometer {~1997} 31313=57503 (dry)^ (W3=75) <F=T1780PL,P=0,T=TR(MMT-1),U=A(DVR),W=Ta>"
RDM,"  RDM Russia RZM-2 radiosonde with 1680 MHz MARL-A or Vektor-M tracking {2004} 31313=56903^ (W3=69) <F=T1680PL,P=0,T=TR(MMT-1),U=A(HS-03M),W=Ta>"
RHA,"  RHA Russia MRZ-3AK1 (previously MRZ* or BAR) 1780 MHz radiosonde with AVK {2004} 31313=55803^ (W3=58) <F=T1780PL,P=0,T=TR(MMT-1),U=A(Honeywell HIH4000),W=Ta>"
RHE,  RHE USSR VEM helicopter electrometeorograph {~1960}^
RHM,"  RHM Russia MRZ-3AK1 (previously MRZ* or BAR) 1680 MHz radiosonde, MARL-A or Vektor-M {2004} 31313=58903^ (W3=89) <F=T1780PL,P=0,T=TR(MMT-1),"
RHP,  RHP USSR Hydrometeorological Service precision radiothermosonde {~1968}^ <T=W>
RHT,"  RHT USSR Holtzmann preliminary temperature radiosonde {1925}^ <F=V?M-,T=?>"
RK1,"  RK1 USSR RKZ-1 temperature only radiosonde {1958}^ (W1=13, T=302) <F=V1780PB,P=A,T=TR(MMT-1)>"
RK2,"  RK2 USSR RKZ-2 radiosonde {1967}^ (W2=20, T=304) <F=V1780PB,P=B,T=TR,U=G>"
RK3,"  RK3 USSR RKZ-3 radiosonde {~ 1967}^ <F=V1780PB,P=B,T=TB,U=G>"
RK5,"  RK5 USSR RKZ-5 radiosonde {1971}^ (W1=14, W2=20, T=311) <F=V1780PE,P=0,T=TR,U=G>"
RKA,"  RKA USSR RKZ-1A radiosonde {1958}^ (T=303) <F=V1780PB,P=2A,T=TR(MMT-1),U=G>"
RKC,  RKC USSR IFA(ART) acoustical radio-thermometer radiosonde {late 1960s}^
RKF,  RKF USSR RKZ-5-II radiosonde {~ 1970s}^
RKN,  RKN USSR NII GMP radiosonde {late 1960s}^
RKQ,"  RKQ USSR CAO spinning wire temperature radiosonde {1960}^ <F=V???,P=?,T=W(platinum wire .04 mm diameter and 1300 mm long)>"
RKR,  RKR USSR RPT radiosonde {late 1960s}^
RKT,"  RKT USSR Type OR temperature reference radiosonde {1967}^ <F=V1660-1700?-,P=0,T=W(platinum wire .015 mm diameter, 1100 mm long)>"
RK_,  RK_ USSR RKZ unspecified model {1958}^ (T=300)
RKf,"  RKf USSR RKZ-5 experimental FM transmission radiosonde {~1972}^ <F=V1780FE,P=0,T=TR,U=G>"
RL1,  RL1 USSR radiolocator sonde without transmitter {1956}^
RLA,"  RLA Russia AK2-02A radiosonde with 1780 MHz AVK tracking {2008} (31313=50903-->52803, W3=128)^ <F=T1780DL,P=0,T=TR(CT8103C5-3435),U=A(Honeywell HIH4000),W=Ta>"
RLC,"  RLC USSR Leningrad Main Geophysical Observatory helicopter radiometeorograph {1962}^ <F=V403ME,P=2A,T=BC,U=G>"
RLM,"  RLM Russia AK2-02M radiosonde, 1680 MHz MARL-A or Vektor-M tracking {2008} (31313=50903-->52903, W3=129)^ <F=T1680DL,P=0,T=TR(CT8103C5-3435),"
RLO,"  RLO Russia AK2-02AO reference radiosonde with 1780 MHz AVK tracking {2008}^ <F=T1780DL,P=0,T=TB,U=A(Honeywell HIH4000),W=Ta>"
RLP,"  RLP Russia AK2-02MO reference radiosonde with 1680 MHz MARL-A or Vektor-M tracking {2008}^ <F=T1680DL,P=0,T=TB,U=A(Honeywell HIH4000),W=Ta>"
RLa,"  RLa Russia AK2-01A radiosonde with 1780 MHz AVK tracking {2006}^ <F=T1780DL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RLm,"  RLm Russia AK2-01M radiosonde with 1680 MHz MARL-A or Vektor-M tracking {~2008}^ <F=T1680DL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RM1,"  RM1 USSR Molchanov comb ""Kammgeraet"" PT radiosonde {1930}^ <F=V7.5MR,P=D,T=B> Also see Askania, Germany"
RM2,"  RM2 USSR Molchanov comb ""Kammgeraet"" PT radiosonde {1934}^ <F=V7.5MR,P=D,T=B>"
RM3,"  RM3 USSR Molchanov comb ""Kammgeraet"" PT radiosonde {1936}^ <F=V7.5MR,P=D,T=B>"
RMC,  RMC USSR Molchanov chronometric prototype radiosonde {designed 1927}^
RMF,"  RMF Russia CAO Fluorescent Advanced Stratospheric Hygrometer for Balloon (FLASH-B) Lyman-alpha + RS80 radiosonde {1990s}^ <F=T403FL,P=Ac,T=TBc,U=Y>"
RMM,"  RMM Russia Academy of Sciences model airplane radiosonde {~1997}^ <F=T145??,T=T,W=W>"
RMT,"  RMT USSR Molchanov comb ""Kammgeraet"" PTU radiosonde {1933}^ <F=V7.5MR,P=D,T=B,U=H>"
RMU,  RMU Ukraine AMETO Co. capacitive hygrometer radiosonde {1998}^
RMZ,"  RMZ Russia Breeze radiosonde {1998}^ <P=A,T=T,U=A>"
RM_,  RM_ USSR Molchanov unspecified model {1930}^ (T=273)
RP6,  RP6 Ukraine PAZA-22M with unknown ground station {2012}^ 31313=58816^
RPA,  RPA Ukraine PAZA-12M with UL radiotheodolite {~2010} 31313=01503^ (W3=115)
RPB,  RPB Ukraine PAZA-12M with UL radiotheodolite {~2010} 31313=31503^ (W3=115)
RPD,  RPD Ukraine PAZA-22 with AVK-1 ground station {~2009} 31313=01603^ (W3=116)
RPE,  RPE Ukraine PAZA-22 with AVK-1 ground station {~2009} 31313=31603^ (W3=116)
RPF,  RPF Ukraine PAZA-22 with AVK-1 ground station {~2009} 31313=51603^ (W3=116)
RPK,  RPK Ukraine PAZA-22M with MARL-A radar {~2009} 31313=58803 or 31313=52716 or *48**^
RR1,"  RR1 USSR MARS-1 temperature only radiosonde {1983}^ (T=222) temperature and winds <F=T1780PL,P=0,T=TR,W=Ta>"
RR2,"  RR2 USSR MARS-2 unspecified model {1983}^ (T=223) temperature, humidity, and winds <F=T1780PL,P=0,T=TR,U=G,W=Ta>"
RRA,"  RRA USSR MARS-2-1 radiosonde {1983} 31313=72803^ (W3=28, T=224, 31313=72803) used with Meteor and Meteorit-1 radar <F=T1780PL,P=0,T=TR,U=G,W=Ta>"
RRB,"  RRB USSR MARS-2-2 radiosonde {1983} 31313=72903^ (W3=29, T=225, 31313=72903) used with Meteorit-2 radar <F=T1780PM,P=0,T=TR,U=G,W=Ta>"
RRM,"  RRM Russia OAO Meteo MARS-2-1 modernized with MRZ-3A case and sensor arrangement {~2003}^ <F=T1780PL,P=0,T=TR,U=G,W=Ta>"
RRN,"  RRN Russia/USSR MARS-2-1 radiosonde no correction, daytime or all obs report 31313=02803^"
RRS,"  RRS Russia/USSR MARS-2-1 radiosonde CIMO solar corr, 31313=32803^"
RRX,"  RRX Russia/USSR MARS-2-1 radiosonde CIMO solar corr daytime, no corr night 31313=32803/02803^"
RRZ,"  RRZ Russia/USSR Mars or MRZ radiosonde, unspecified model^"
RR_,  RR_ USSR MARS unspecified model {1983}^ (T=220)
RRa,"  RRa USSR MARS-2-1 radiosonde, automated processing, dew point to or near top {~1987} 31313=72803^ (W3=28, T=224, 31313=72803) used with Meteor and"
RRb,"  RRb USSR MARS-2-2 radiosonde, automated processing, dew point to or near top {~1987} 31313=72903^"
RRc,"  RRc USSR MARS-2-2 radiosonde auto solar corr, 31313=52903^"
RRn,  RRn USSR MARS-2-2 radiosonde no correction 31313=02903^
RRs,"  RRs USSR MARS-2-2 radiosonde CIMO solar corr, 31313=32903^"
RS1,"  RS1 USSR RZ-035 radiosonde {1939}^ <F=V7.5MR,P=D,T=B,U=H>"
RS2,  RS2 USSR RZ-042 radiosonde {mid 1950s}^ (T=336)
RS3,"  RS3 USSR RZ-043 radiosonde {1944}^ <F=V7.5MR,P=D,T=B,U=H>"
RS4,"  RS4 USSR RZ-043M radiosonde {<= 1949}^ <F=V7.5MR,P=D,T=B,U=H>"
RS5,"  RS5 USSR RZ-049M radiosonde, trackable transmitter for Malakhite {1955}^ (I=S1, T=274, T=337) also known as RS-049, R-049, or Molchanov RS-049 (written "
RS6,"  RS6 USSR RZ-049 radiosonde, radiation and lag corrections {1957}^ (I=S1, T=274,337) <F=V403MB,P=2A,T=B,U=H,W=O or Dm>"
RS7,  RS7 USSR comb radiosonde with motor commutator {mid 1950s}^
RSC,  RSC USSR RZ comb radiosonde with photocell {1946}^
RSD,"  RSD USSR diffraction grating stratospheric humidity radiosonde {1955}^ <F=V??M,P=A,T=? or none,U=SD>"
RSN,"  RSN USSR RZ-049 radiosonde, nontrackable transmitter {<= 1951}^ (I=S2) also known as RS-049, R-049, or Molchanov RS-049 (written P3-049 in Cyrillic),"
RSS,  RSS USSR RZ-049 radiosonde unspecified model^
RSU,"  RSU USSR URZP radiosonde {1942}^ <F=V7.5ME,P=D,T=B,U=H>"
RSV,"  RSV USSR Volna (Wave) automatic recording radiosonde {~ 1945}^ <F=V27MR,P=2Ac,T=Bc,U=Hc>"
RS_,  RS_ USSR RZ or RS unspecified model {1933}^ (T=335)
RTA,  RTA USSR Institute of Physics of the Atmosphere sonic thermometer radiosonde {1957}^ <T=SS>
RTB,  RTB USSR Institute of Physics of the Atmosphere transistorized sonic thermometer radiosonde {~1964}^ <T=SS>
RTC,"  RTC USSR Institute of Physics of the Atmosphere sonic thermometer-interferometer radiosonde {1967}^ <F=??F-,P=A(RKZ-3 sonde),T=SS,U=G(RKZ-3 sonde)>"
RV1,"  RV1 Russia RF95 1780 MHz Vaisala sensors sonde reported as MRZ-3A {1997} 31313=52703(dry)^ (W3=27) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RV2,"  RV2 Russia RF95 1780 MHz Vaisala sensors sonde reported as MRZ-3A {1997} 31313=72703(dry)^ (W3=27) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RV5,"  RV5 Russia AVK-RF95 or RF95-L74 1780 MHz Vaisala sensors radiosonde {1997} 31313=55303^ (W3=53) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RV6,"  RV6 Russia MARL-A-RF95 1680 MHz Vaisala sensors radiosonde {~1999}^ <F=T1680PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RV7,"  RV7 Russia AVK-RF95-ARMA 1780 MHz Vaisala sensors radiosonde {1997} 31313=47603 auto corr^ (W3=76) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RVP,"  RVP Russia RF95 with pressure Vaisala sensors radiosonde {~1999}^ <F=T?PL,P=?,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RVS,"  RVS Russia AVK-RF95-ARMA 1780 MHz Vaisala sensors sonde {1997} 31313=57603 auto solar corr^ (W3=76) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>"
RZ1,  RZ1 Russia/USSR MRZ 1780 MHz temperature only radiosonde {1986} WMO instr=27^
RZ3,"  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RZC,"  RZC Russia/USSR MRZ-3A 1780 MHz radiosonde CIMO solar corr 31313=32703^ <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RZG,"  RZG Russia/USSR MRZ-3A 1780 MHz radiosonde GPS or equiv wind 31313=32708^ <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=G>"
RZK,"  RZK Russia MRZ-3A 1780 MHz radiosonde with AVK-ARMA ground station {1997} 31313=57503 (moist)^ (W3=75) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RZN,"  RZN Russia/USSR MRZ-3A 1780 MHz radiosonde no radiation corr 31313=02703^ <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RZS,"  RZS Russia/USSR MRZ-3A 1780 MHz radiosonde country solar corr 31313=72703^ <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>"
RZT,"  RZT Russia MRZ-3AT 1680 MHz radiosonde for MARL-A phased-array radiotheodolite {2003?}^ <F=T1680PL,P=0,T=TR(MMT-1),U=G,W=Ta>"
