level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
8	8		EL TORO MCAS	33.67	-117.73	116.12880000000001				93101	19660101.0	19811231.0		15.5		0-20500-0-93101	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
9	9		EL TORO MCAS	33.67	-117.73	116.12880000000001				93101	19811231.0	19950101.0		15.5		0-20500-0-93101	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
10	10		EL TORO MCAS	33.67	-117.73	116.12880000000001				93101	19950101.0	99991231.0		15.5		0-20500-0-93101	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
11	11		EL TORO MCAS	33.67	-117.73	107.89920000000001				93101	19430301.0	19440101.0		15.5		0-20500-0-93101	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
12	12		SANTIAGO PEAK	33.72	-117.53	1737.0552				93185	19301101.0	19311130.0		15.7		0-20500-0-93185	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
13	13		TUSTIN MCAF	33.7	-117.83	28.956000000000003				93114	19430101.0	19470731.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
14	14		TUSTIN MCAF	33.7	-117.83	17.9832				93114	19781201.0	19811231.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
15	15		TUSTIN MCAF	33.7	-117.83	15.8496				93114	19760101.0	19780101.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
16	16		TUSTIN MCAF	33.7	-117.83	17.9832				93114	19950101.0	99991231.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
17	17		TUSTIN MCAF	33.7	-117.83	18.8976				93114	19690101.0	19760101.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
18	18		TUSTIN MCAF	33.7	-117.83	18.8976				93114	19650101.0	19690101.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
19	19		TUSTIN MCAF	33.7	-117.83	17.9832				93114	19600101.0	19650101.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
20	20		TUSTIN MCAF	33.7	-117.83	18.8976				93114	19511001.0	19600101.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
21	21		TUSTIN MCAF	33.7	-117.83	15.8496				93114	19780101.0	19781201.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
22	22		TUSTIN MCAF	33.7	-117.83	17.9832				93114	19811231.0	19950101.0		18.5		0-20500-0-93114	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
23	23		CHINO AIRPORT	33.97	-117.63	212.1408				3179	19721201.0	19930101.0		19.2		0-20500-0-3179	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
24	24		CHINO AIRPORT	33.97	-117.63	198.12				3179	19930101.0	19950101.0		19.2		0-20500-0-3179	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
25	25		CHINO AIRPORT	33.97	-117.63	198.12				3179	19950101.0	19980521.0		19.2		0-20500-0-3179	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
26	26		CHINO AIRPORT	33.98	-117.64	198.12				3179	19980521.0	99991231.0		20.2		0-20500-0-3179	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
27	27		SANTA ANA JOHN WAYNE	33.7	-117.87	10.0584				93184	19390101.0	19410101.0		21.6		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
28	28		SANTA ANA JOHN WAYNE	33.68	-117.87	16.4592				93184	19990217.0	99991231.0		22.8		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
29	29		ORANGE COUNTY AAF	33.67	-117.87	15.8496				23125	19430101.0	19460131.0		23.5		0-20500-0-23125	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
30	30		SANTA ANA JOHN WAYNE	33.67	-117.87	14.9352				93184	19520701.0	19620101.0		23.5		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
31	31		SANTA ANA JOHN WAYNE	33.67	-117.87	14.9352				93184	19620101.0	19650101.0		23.5		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
32	32		ORANGE COUNTY AAF	33.67	-117.87	15.8496				23125	19400601.0	19430101.0		23.5		0-20500-0-23125	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
33	33		SANTA ANA JOHN WAYNE	33.67	-117.87	14.020800000000001				93184	19410101.0	19421130.0		23.5		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
34	34		SANTA ANA JOHN WAYNE	33.67	-117.88	15.8496				93184	19811231.0	19930101.0		24.2		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
35	35		SANTA ANA JOHN WAYNE	33.67	-117.88	16.4592				93184	19930101.0	19950101.0		24.2		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
36	36		SANTA ANA JOHN WAYNE	33.67	-117.88	15.8496				93184	19650101.0	19811231.0		24.2		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
37	37		SANTA ANA JOHN WAYNE	33.67	-117.88	16.4592				93184	19950101.0	19990217.0		24.2		0-20500-0-93184	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
38	38		RIVERSIDE MUNI AP	33.95	-117.45	253.2888				3171	19861201.0	19950101.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
39	39		RIVERSIDE MUNI AP	33.95	-117.45	233.17200000000003				3171	19561113.0	19640309.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
40	40		RIVERSIDE MUNI AP	33.95	-117.45	248.7168				3171	19640309.0	19650816.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
41	41		RIVERSIDE MUNI AP	33.95	-117.45	248.7168				3171	19650816.0	19760721.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
42	42		RIVERSIDE MUNI AP	33.95	-117.45	259.68960000000004				3171	19760721.0	19770101.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
43	43		RIVERSIDE MUNI AP	33.95	-117.45	259.68960000000004				3171	19770101.0	19821104.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
44	44		RIVERSIDE MUNI AP	33.95	-117.45	259.68960000000004				3171	19821104.0	19861201.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
45	45		RIVERSIDE MUNI AP	33.95	-117.45	253.2888				3171	19950101.0	19980723.0		26.3		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
46	46		RIVERSIDE MUNI AP	33.95	-117.44	253.2888				3171	19980723.0	99991231.0		27.0		0-20500-0-3171	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
47	47		ONTARIO INTL AP	34.05	-117.62	287.4264				3102	19930101.0	19950101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
48	48		ONTARIO INTL AP	34.05	-117.62	289.2552				3102	19811231.0	19930101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
49	49		ONTARIO INTL AP	34.05	-117.62	289.2552				3102	19800101.0	19811231.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
50	50		ONTARIO INTL AP	34.05	-117.62	287.4264				3102	19950101.0	19980527.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
51	51		ONTARIO INTL AP	34.05	-117.62	288.9504				3102	19700101.0	19790101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
52	52		ONTARIO INTL AP	34.05	-117.62	349.91040000000004				3102	19790101.0	19800101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
53	53		ONTARIO INTL AP	34.05	-117.62	288.036				3102	19650101.0	19690101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
54	54		ONTARIO CAA AIRPORT	34.05	-117.62	288.9504				3102	19530901.0	19540101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
55	55		ONTARIO INTL AP	34.05	-117.62	288.036				3102	19690101.0	19700101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
56	56		ONTARIO CAA AIRPORT	34.05	-117.62	288.036				3102	19560101.0	19610101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
57	57		ONTARIO FAA AIRPORT	34.05	-117.62	288.036				3102	19610101.0	19610831.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
58	58		ONTARIO CAA AIRPORT	34.05	-117.62	306.9336				3102	19540101.0	19560101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
59	59		ONTARIO INTL AP	34.05	-117.62	288.6456				3102	19491001.0	19530901.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
60	60		ONTARIO INTL AP	34.05	-117.62	288.036				3102	19610831.0	19650101.0		28.1		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
61	61		ONTARIO AAF	34.05	-117.6	280.1112				23115	19440101.0	19451031.0		28.5		0-20500-0-23115	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
62	62		ONTARIO AAF	34.05	-117.6	278.892				23115	19430101.0	19440101.0		28.5		0-20500-0-23115	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
63	63		FULLERTON MUNI AP	33.87	-117.97	29.260800000000003				3166	19950101.0	19980701.0		28.8		0-20500-0-3166	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
64	64		FULLERTON MUNI AP	33.87	-117.97	29.260800000000003				3166	19930101.0	19950101.0		28.8		0-20500-0-3166	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
65	65		FULLERTON MUNI AP	33.87	-117.97	30.1752				3166	19610601.0	19930101.0		28.8		0-20500-0-3166	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
66	66		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19921013.0	19930930.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
67	67		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19930930.0	19980109.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
68	68		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19980109.0	19980531.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
69	69		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19980531.0	19981218.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
70	70		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19981218.0	20040501.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
71	71		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	20040501.0	99991231.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
72	72		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19531101.0	19750101.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
73	73		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19750101.0	19751010.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
74	74		NEWPORT BEACH HARBOR	33.6	-117.88	3.048				3107	19751010.0	19921013.0		29.5		0-20500-0-3107	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
75	75		ONTARIO INTL AP	34.06	-117.6	287.4264				3102	19980527.0	99991231.0		29.6		0-20500-0-3102	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
76	76		FULLERTON MUNI AP	33.87	-117.98	29.260800000000003				3166	19980701.0	99991231.0		29.7		0-20500-0-3166	WBAN	chino hills	11.6	33.8936111	-117.7263889																						inconsistentCoordinates
