station_id	source_uid	source_name	descriptionDataset	data_repository_ftp	wmo_id	station name	lat	lon	elev	fips_code	country	continent	station_data_policy	station_data_type	data_update_status	station_metadata_link	timestep	ver	obs_freq	obs_time_GMT	Temperature_start_year	Temperature_end_year	Wind_speed_start_year	Wind_speed_end_year	Wind_direction_start_year	Wind_direction_end_year	Dew_Point_Temperature_start_year	Dew_Point_Temperature_end_year	Frost_Point_Temperature_start_year	Frost_Point_Temperature_end_year	Relative_humidity_start_year	Relative_humidity_end_year	Ozone_concentration_start_year	Ozone_concentration_end_year	Geopotential_height_start_year	Geopotential_height_end_year	Obs_altitude_start_year	Obs_altitude_end_year	Air_pressure_start_year	Air_pressure_end_year	pointOfContact_Organisation	pointOfContact_ContactName	pointOfContact_Position	pointOfContact_MailAddress	principalInvestigator_Name	principalInvestigator_MailAddress	principalInvestigator_OnlineResource	revisionDate	creationDate	metadataStandard	alternativeMetadataReference_Title	alternativeMetadataReference_OnlineResource	referenceSystem	data_Identification	abstract	purpose	originator_Organisation	originator_Name	originator_Position	originator_MailAddress	applicationArea	stationDescription	startOfOperation	spatialExtent	spatialExtent	maintenanceAndUpdateFrequency	dataCentre	observedVariable-measurand_domain	stationPlatformModel	observedVariable-measurand_variable	stationPlatformType	temporal	featureType	useConstraints	otherConstraints	LanguageCode	characterEncoding	observedVariable-measurand_subdomain	measurementUnit_name	measurementUnit_abbreviation	temporalExtent	representativenessOfObservation	programmeNetworkAffiliation_Definition	regionOfOriginOfData	territoryOfOriginOfData_Name	territoryOfOriginOfData_ISO3CountryCode	stationPlatformUniqueIdentifier	coordinatesSourceDevice	stationStatus	sourceOfObservation	measurementObservingMethod	instrumentSpecifications	instrumentOperatingStatus	coordinatesSourceDevice	statusOfObservation	dataFormat	versionOfDataFormat	aggregationPeriod	referenceTime	qualityFlag_BUFR	qualityFlag_OGC	qualityFlaggingSystem	traceability	network_Names	network_IDs	measurementOriginalUnit_name
87934	IGRA	IGRA		IGRA			-53.800	-67.750	22.0														1977-01-01	1984-12-31																																	x												35		101																																			
87938	IGRA	IGRA		IGRA			-54.800	-68.317	6.0														1957-01-01	1967-12-31																																	x												35		101																																			
88946	IGRA	IGRA		IGRA			-59.450	-27.267	15.0														1980-01-01	1981-12-31																																	x												35		101																																			
94120	IGRA	IGRA		IGRA			-12.424	130.893	31.4														1943-01-01	2019-12-31																																	x												35		101																																			
94150	IGRA	IGRA		IGRA			-12.274	136.820	62.5														1985-01-01	2019-12-31																																	x												35		101																																			
94170	IGRA	IGRA		IGRA			-12.678	141.921	19.2														1993-01-01	2019-12-31																																	x												35		101																																			
94175	IGRA	IGRA		IGRA			-10.583	142.217	60.0														1951-01-01	1993-12-31																																	x												35		101																																			
94203	IGRA	IGRA		IGRA			-17.948	122.235	17.4														1950-01-01	2019-12-31																																	x												35		101																																			
94205	IGRA	IGRA		IGRA			-17.317	123.633	8.0														1972-01-01	1981-12-31																																	x												35		101																																			
94212	IGRA	IGRA		IGRA			-18.229	127.664	410.3														1950-01-01	2016-12-31																																	x												35		101																																			
94234	IGRA	IGRA		IGRA			-16.267	133.383	217.0														1948-01-01	1970-12-31																																	x												35		101																																			
94238	IGRA	IGRA		IGRA			-19.642	134.183	376.7														1969-01-01	2012-12-31																																	x												35		101																																			
94259	IGRA	IGRA		IGRA			-17.733	139.533	8.0														1987-01-01	1987-12-31																																	x												35		101																																			
94266	IGRA	IGRA		IGRA			-17.683	141.067	22.0														1950-01-01	1951-12-31																																	x												35		101																																			
94287	IGRA	IGRA		IGRA			-16.874	145.746	3.0														1947-01-01	2014-12-31																																	x												35		101																																			
94294	IGRA	IGRA		IGRA			-19.248	146.766	5.5														1943-01-01	2019-12-31																																	x												35		101																																			
94299	IGRA	IGRA		IGRA			-16.283	149.965	9.0														1947-01-01	2019-12-31																																	x												35		101																																			
94300	IGRA	IGRA		IGRA			-24.888	113.670	4.0														1950-01-01	2012-12-31																																	x												35		101																																			
94302	IGRA	IGRA		IGRA			-22.241	114.097	6.0														1975-01-01	2019-12-31																																	x												35		101																																			
94305	IGRA	IGRA		IGRA			-21.633	115.117	3.0														1950-01-01	1975-12-31																																	x												35		101																																			
94312	IGRA	IGRA		IGRA			-20.372	118.632	10.1														1950-01-01	2019-12-31																																	x												35		101																																			
94326	IGRA	IGRA		IGRA			-23.795	133.889	545.3														1946-01-01	2019-12-31																																	x												35		101																																			
94332	IGRA	IGRA		IGRA			-20.678	139.488	341.7														1975-01-01	2019-12-31																																	x												35		101																																			
94335	IGRA	IGRA		IGRA			-20.667	140.500	189.0														1943-01-01	1975-12-31																																	x												35		101																																			
94346	IGRA	IGRA		IGRA			-23.437	144.277	191.1														1966-01-01	2017-12-31																																	x												35		101																																			
94367	IGRA	IGRA		IGRA			-21.117	149.217	30.3														1959-01-01	2016-12-31																																	x												35		101																																			
94374	IGRA	IGRA		IGRA			-23.375	150.477	10.4														1943-01-01	2019-12-31																																	x												35		101																																			
94380	IGRA	IGRA		IGRA			-23.850	151.250	75.0														1957-01-01	1993-12-31																																	x												35		101																																			
94403	IGRA	IGRA		IGRA			-28.804	114.699	36.9														1950-01-01	2019-12-31																																	x												35		101																																			
94430	IGRA	IGRA		IGRA			-26.614	118.537	522.1														1951-01-01	2019-12-31																																	x												35		101																																			
94461	IGRA	IGRA		IGRA			-25.034	128.301	580.0														1956-01-01	2019-12-31																																	x												35		101																																			
94476	IGRA	IGRA		IGRA			-27.550	135.483	116.0														1948-01-01	1985-12-31																																	x												35		101																																			
94510	IGRA	IGRA		IGRA			-26.414	146.256	305.7														1942-01-01	2019-12-31																																	x												35		101																																			
94568	IGRA	IGRA		IGRA			-27.650	152.717	26.0														1949-01-01	1955-12-31																																	x												35		101																																			
94578	IGRA	IGRA		IGRA			-27.392	153.129	4.0														1943-01-01	2019-12-31																																	x												35		101																																			
94610	IGRA	IGRA		IGRA			-31.927	115.976	20.4														1948-01-01	2019-12-31																																	x												35		101																																			
94637	IGRA	IGRA		IGRA			-30.785	121.453	366.7														1950-01-01	2019-12-31																																	x												35		101																																			
94638	IGRA	IGRA		IGRA			-33.830	121.892	25.0														1969-01-01	2019-12-31																																	x												35		101																																			
94646	IGRA	IGRA		IGRA			-30.833	128.100	160.0														1950-01-01	1995-12-31																																	x												35		101																																			
94647	IGRA	IGRA		IGRA			-31.667	128.867	101.0														1995-01-01	2012-12-31																																	x												35		101																																			
94653	IGRA	IGRA		IGRA			-32.130	133.697	23.5														1950-01-01	2019-12-31																																	x												35		101																																			
94659	IGRA	IGRA		IGRA			-31.156	136.805	167.0														1949-01-01	2019-12-31																																	x												35		101																																			
94672	IGRA	IGRA		IGRA			-34.953	138.520	6.1														1945-01-01	2019-12-31																																	x												35		101																																			
94693	IGRA	IGRA		IGRA			-34.236	142.087	50.6														1950-01-01	2013-12-31																																	x												35		101																																			
94703	IGRA	IGRA		IGRA			-30.083	145.967	108.0														1948-01-01	1948-12-31																																	x												35		101																																			
94711	IGRA	IGRA		IGRA			-31.484	145.829	260.0														1962-01-01	2019-12-31																																	x												35		101																																			
94723	IGRA	IGRA		IGRA			-32.567	148.950	304.0														1947-01-01	1950-12-31																																	x												35		101																																			
94750	IGRA	IGRA		IGRA			-34.947	150.535	122.0														1950-01-01	2019-12-31																																	x												35		101																																			
94767	IGRA	IGRA		IGRA			-33.946	151.173	6.4														1946-01-01	2019-12-31																																	x												35		101																																			
94773	IGRA	IGRA		IGRA			-30.517	151.650	980.0														1947-01-01	1949-12-31																																	x												35		101																																			
94776	IGRA	IGRA		IGRA			-32.793	151.836	9.5														1944-01-01	2019-12-31																																	x												35		101																																			
94791	IGRA	IGRA		IGRA			-30.311	153.119	5.5														1951-01-01	2013-12-31																																	x												35		101																																			
94802	IGRA	IGRA		IGRA			-34.941	117.802	71.0														1965-01-01	2019-12-31																																	x												35		101																																			
94821	IGRA	IGRA		IGRA			-37.747	140.774	64.6														1945-01-01	2019-12-31																																	x												35		101																																			
94865	IGRA	IGRA		IGRA			-37.867	144.750	16.0														1948-01-01	1999-12-31																																	x												35		101																																			
94866	IGRA	IGRA		IGRA			-37.666	144.832	132.3														1946-01-01	2019-12-31																																	x												35		101																																			
94907	IGRA	IGRA		IGRA			-38.100	147.133	5.0														1950-01-01	2009-12-31																																	x												35		101																																			
94910	IGRA	IGRA		IGRA			-35.158	147.457	220.7														1946-01-01	2019-12-31																																	x												35		101																																			
94926	IGRA	IGRA		IGRA			-35.300	149.183	575.0														1947-01-01	2005-12-31																																	x												35		101																																			
94968	IGRA	IGRA		IGRA			-41.533	147.200	171.0														1938-01-01	2003-12-31																																	x												35		101																																			
94970	IGRA	IGRA		IGRA			-42.883	147.333	55.0														1949-01-01	1953-12-31																																	x												35		101																																			
94974	IGRA	IGRA		IGRA			-42.200	145.050	15.0														1948-01-01	1958-12-31																																	x												35		101																																			
94975	IGRA	IGRA		IGRA			-42.834	147.503	4.0														1953-01-01	2019-12-31																																	x												35		101																																			
94995	IGRA	IGRA		IGRA			-31.542	159.079	5.2														1950-01-01	2019-12-31																																	x												35		101																																			
94998	IGRA	IGRA		IGRA			-54.499	158.937	6.0														1948-01-01	2019-12-31																																	x												35		101																																			
95527	IGRA	IGRA		IGRA			-29.490	149.847	213.7														1964-01-01	2019-12-31																																	x												35		101																																			
95607	IGRA	IGRA		IGRA			-33.600	115.467	15.0														1942-01-01	1944-12-31																																	x												35		101																																			
42005	IGRA	IGRA		IGRA			-19.280	121.500	3.0														1960-01-01	1961-12-31																																	x												35		101																																			
46505	IGRA	IGRA		IGRA			-30.010	131.583	290.0														1955-01-01	1965-12-31																																	x												35		101																																			
11010	IGRA	IGRA		IGRA			48.235	14.188	298.0														1987-01-01	2019-12-31																																	x												35		101																																			
11035	IGRA	IGRA		IGRA			48.249	16.356	200.0														1910-01-01	2019-12-31																																	x												35		101																																			
11120	IGRA	IGRA		IGRA			47.260	11.344	581.0														1998-01-01	2019-12-31																																	x												35		101																																			
11240	IGRA	IGRA		IGRA			46.993	15.439	340.0														1987-01-01	2019-12-31																																	x												35		101																																			
88967	IGRA	IGRA		IGRA			-77.967	-38.800	32.0														1970-01-01	1975-12-31																																	x												35		101																																			
89001	IGRA	IGRA		IGRA			-70.317	-2.367	52.0														1957-01-01	1992-12-31																																	x												35		101																																			
89002	IGRA	IGRA		IGRA			-70.667	-8.250	50.0														1984-01-01	2019-12-31																																	x												35		101																																			
89009	IGRA	IGRA		IGRA			-90.000	0.000	2835.0														1961-01-01	2019-12-31																																	x												35		101																																			
89022	IGRA	IGRA		IGRA			-75.445	-26.218	30.0														1957-01-01	2019-12-31																																	x												35		101																																			
89050	IGRA	IGRA		IGRA			-62.183	-58.883	16.0														1970-01-01	1999-12-31																																	x												35		101																																			
89051	IGRA	IGRA		IGRA			-63.467	-56.283	18.0														1969-01-01	1972-12-31																																	x												35		101																																			
89055	IGRA	IGRA		IGRA			-64.233	-56.717	208.0														1982-01-01	2019-12-31																																	x												35		101																																			
89062	IGRA	IGRA		IGRA			-67.566	-68.130	3.0														2002-01-01	2019-12-31																																	x												35		101																																			
89063	IGRA	IGRA		IGRA			-65.250	-64.267	11.0														1954-01-01	1982-12-31																																	x												35		101																																			
89125	IGRA	IGRA		IGRA			-80.017	-119.533	1515.0														1957-01-01	1979-12-31																																	x												35		101																																			
89512	IGRA	IGRA		IGRA			-70.768	11.832	118.9														1969-01-01	2018-12-31																																	x												35		101																																			
89522	IGRA	IGRA		IGRA			-70.433	24.317	38.0														1958-01-01	1959-12-31																																	x												35		101																																			
89532	IGRA	IGRA		IGRA			-69.005	39.581	18.4														1959-01-01	2019-12-31																																	x												35		101																																			
89542	IGRA	IGRA		IGRA			-67.667	45.850	40.0														1969-01-01	1998-12-31																																	x												35		101																																			
89557	IGRA	IGRA		IGRA			-78.400	87.583	3571.0														1958-01-01	1958-12-31																																	x												35		101																																			
89564	IGRA	IGRA		IGRA			-67.602	62.875	9.9														1954-01-01	2019-12-31																																	x												35		101																																			
89571	IGRA	IGRA		IGRA			-68.574	77.967	18.0														1957-01-01	2019-12-31																																	x												35		101																																			
89592	IGRA	IGRA		IGRA			-66.552	93.015	43.4														1957-01-01	2019-12-31																																	x												35		101																																			
89593	IGRA	IGRA		IGRA			-69.730	95.050	2701.0														1958-01-01	1958-12-31																																	x												35		101																																			
89601	IGRA	IGRA		IGRA			-66.270	100.730	290.0														1957-01-01	1958-12-31																																	x												35		101																																			
89606	IGRA	IGRA		IGRA			-78.450	106.867	3486.0														1958-01-01	1991-12-31																																	x												35		101																																			
89611	IGRA	IGRA		IGRA			-66.282	110.523	40.0														1957-01-01	2019-12-31																																	x												35		101																																			
89625	IGRA	IGRA		IGRA			-75.102	123.412	3233.0														2006-01-01	2019-12-31																																	x												35		101																																			
89642	IGRA	IGRA		IGRA			-66.663	140.001	43.0														1951-01-01	2019-12-31																																	x												35		101																																			
89657	IGRA	IGRA		IGRA			-69.500	159.400	304.0														1983-01-01	1991-12-31																																	x												35		101																																			
89662	IGRA	IGRA		IGRA			-74.696	164.092	92.0														1987-01-01	2019-12-31																																	x												35		101																																			
89664	IGRA	IGRA		IGRA			-77.850	166.667	24.0														1956-01-01	2019-12-31																																	x												35		101																																			
89671	IGRA	IGRA		IGRA			-72.300	170.217	5.2														1957-01-01	1973-12-31																																	x												35		101																																			
57401	IGRA	IGRA		IGRA			-77.733	-41.117	43.3														1957-01-01	1962-12-31																																	x												35		101																																			
67401	IGRA	IGRA		IGRA			-79.250	-147.500	651.1														1960-01-01	1962-12-31																																	x												35		101																																			
67402	IGRA	IGRA		IGRA			-76.267	-147.500	591.0														1962-01-01	1965-12-31																																	x												35		101																																			
91755	IGRA	IGRA		IGRA			-78.200	-162.250	32.0														1956-01-01	1958-12-31																																	x												35		101																																			
05498	IGRA	IGRA		IGRA			-78.570	-163.930	5.0														1929-01-01	1935-12-31																																	x												35		101																																			
05532	IGRA	IGRA		IGRA			-78.500	-163.800	10.0														1940-01-01	1940-12-31																																	x												35		101																																			
40427	IGRA	IGRA		IGRA			26.267	50.617	2.0														1928-01-01	1974-12-31																																	x												35		101																																			
78954	IGRA	IGRA		IGRA			13.067	-59.483	50.0														1965-01-01	2019-12-31																																	x												35		101																																			
68032	IGRA	IGRA		IGRA			-19.983	23.417	945.0														1957-01-01	2012-12-31																																	x												35		101																																			
68040	IGRA	IGRA		IGRA			-21.417	25.600	985.0														1997-01-01	2006-12-31																																	x												35		101																																			
68054	IGRA	IGRA		IGRA			-21.217	27.500	1001.0														1988-01-01	1992-12-31																																	x												35		101																																			
68240	IGRA	IGRA		IGRA			-24.550	25.917	1005.0														1985-01-01	2011-12-31																																	x												35		101																																			
68244	IGRA	IGRA		IGRA			-24.667	25.917	1000.0														1973-01-01	1984-12-31																																	x												35		101																																			
68328	IGRA	IGRA		IGRA			-26.050	22.450	1000.0														1989-01-01	2004-12-31																																	x												35		101																																			
78016	IGRA	IGRA		IGRA			32.367	-64.677	4.0														1946-01-01	2019-12-31																																	x												35		101																																			
06400	IGRA	IGRA		IGRA			51.083	2.650	9.0														1999-01-01	2002-12-31																																	x												35		101																																			
06447	IGRA	IGRA		IGRA			50.797	4.358	99.0														1949-01-01	2015-12-31																																	x												35		101																																			
06458	IGRA	IGRA		IGRA			50.746	4.763	112.8														2005-01-01	2019-12-31																																	x												35		101																																			
06476	IGRA	IGRA		IGRA			50.033	5.400	558.0														1964-01-01	2006-12-31																																	x												35		101																																			
06496	IGRA	IGRA		IGRA			50.482	6.181	565.1														1999-01-01	2009-12-31																																	x												35		101																																			
78063	IGRA	IGRA		IGRA			26.617	-78.367	6.1														1951-01-01	1970-12-31																																	x												35		101																																			
78073	IGRA	IGRA		IGRA			25.050	-77.467	7.0														1977-01-01	2019-12-31																																	x												35		101																																			
78076	IGRA	IGRA		IGRA			25.267	-76.300	10.1														1952-01-01	1970-12-31																																	x												35		101																																			
78107	IGRA	IGRA		IGRA			22.370	-73.030	21.0														1955-01-01	1957-12-31																																	x												35		101																																			
41859	IGRA	IGRA		IGRA			25.733	89.233	33.0														1929-01-01	2019-12-31																																	x												35		101																																			
41883	IGRA	IGRA		IGRA			24.850	89.367	18.0														1949-01-01	2019-12-31																																	x												35		101																																			
41891	IGRA	IGRA		IGRA			24.900	91.883	34.0														1953-01-01	2019-12-31																																	x												35		101																																			
41907	IGRA	IGRA		IGRA			24.133	89.050	13.0														1976-01-01	2019-12-31																																	x												35		101																																			
41923	IGRA	IGRA		IGRA			23.767	90.383	8.0														1938-01-01	2019-12-31																																	x												35		101																																			
41936	IGRA	IGRA		IGRA			23.183	89.167	6.0														1982-01-01	2019-12-31																																	x												35		101																																			
41943	IGRA	IGRA		IGRA			23.033	91.417	6.0														1982-01-01	2019-12-31																																	x												35		101																																			
41950	IGRA	IGRA		IGRA			22.750	90.367	3.0														1977-01-01	2019-12-31																																	x												35		101																																			
41977	IGRA	IGRA		IGRA			22.350	91.817	33.0														1928-01-01	2019-12-31																																	x												35		101																																			
41992	IGRA	IGRA		IGRA			21.433	91.933	2.0														1951-01-01	2019-12-31																																	x												35		101																																			
03368	IGRA	IGRA		IGRA			25.880	89.430	0.0														1944-01-01	1946-12-31																																	x												35		101																																			
05433	IGRA	IGRA		IGRA			22.250	91.820	5.0														1938-01-01	1942-12-31																																	x												35		101																																			
05797	IGRA	IGRA		IGRA			23.620	90.050	10.0														1928-01-01	1935-12-31																																	x												35		101																																			
78583	IGRA	IGRA		IGRA			17.533	-88.300	5.0														1980-01-01	2019-12-31																																	x												35		101																																			
85041	IGRA	IGRA		IGRA			-11.033	-68.783	235.0														2002-01-01	2003-12-31																																	x												35		101																																			
