	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	,primary_id,primary_id_scheme,record_number,secondary_id,secondary_id_scheme,station_name,station_abbreviation,alternative_name,station_crs,longitude,latitude,local_gravity,start_date,end_date,station_type,platform_type,platform_sub_type,operating_institute,operating_territory,city,contact,role,observing_frequency,reporting_time,telecommunication_method,station_automation,measuring_system_model,measuring_system_id,observed_variables,comment,optional_data,bbox_min_longitude,bbox_max_longitude,bbox_min_latitude,bbox_max_latitude,metadata_contact,metadata_contact_role
264	0-20000-0-06785	0.0	264	C:5556	1.0,3.0	AROSA			0.0	9.68	46.79		19290911	19300310	1.0	0.0	63.0			Chur									106,107							L.Haimberger	0.0	
265	0-20000-0-06795	0.0	265	06795	1.0,3.0	PIZ MARTEGNAS			0.0	9.53	46.58		19820401	19820410	1.0	0.0	63.0			Schwyz									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
266	0-20000-0-06846	0.0	266	06843	1.0,3.0	SCALOTTAS			0.0	9.51	46.72		19991015	19991110	1.0	0.0	63.0			Chur									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
267	0-20000-0-06910	0.0	267	66053	1.0,3.0	BEROMUENSTER			0.0	8.18	47.19		20020516	20020516	1.0	0.0	63.0			Luzern									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
268	0-20000-0-07002	0.0	268	07002,C:4500,C:5344,C:6048	1.0,3.0	BOULOGNE			0.0	1.6	50.73		19200801	19901210	1.0	0.0	63.0			Boulogne-Sur-Mer,Calais									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
269	0-20000-0-07003	0.0	269	07003	1.0,3.0	LE TOUQUET			0.0	1.62	50.51		19980507	20130407	1.0	0.0	63.0			Etaples									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
270	0-20000-0-07005	0	270	07005,1:07005,1:7005,7005,C:5020,C:5631,FRM00007005	3	ABBEVILLE			0	1.83	50.14		19200701	19891212	1	0	63	NMS	74.0	Abbeville					29	1			104,105,106,107,117,126,138,36,39							E. Tramutola,L.Haimberger	0.0	
271	0-20000-0-07010	0.0	271	07010	1.0,3.0	DUNKERQUE			0.0	2.34	51.06		19790412	19971214	1.0	0.0	63.0			Saint-Pol-Sur-Mer									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
272	0-20000-0-07015	0.0	272	07015,1:7015,C:6095	1.0,3.0	LILLE-LESQUIN			0.0	3.1	50.57		19241018	19670530	1.0	0.0	63.0			Lille,Ronchin									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
273	0-20000-0-07024	0.0	273	07021,07024,1:7021,1:7024,C:4344,C:5099,C:5656	1.0,3.0	MAUPERTUS GONNEVILLE			0.0	-1.46	49.65		19260516	19900908	1.0	0.0	63.0			Cherbourg,Octeville,Tourlaville									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
274	0-20000-0-07027	0.0	274	07027	1.0,3.0	CAEN-CARPIQUET			0.0	-0.46	49.18		19811106	19960229	1.0	0.0	63.0			Caen									104,105,106,107,117							L.Haimberger	0.0	
275	0-20000-0-07028	0.0	275	07028,C:4507,C:5203,C:5600	1.0,3.0	CAP-DE-LA HEVE			0.0	0.07	49.51		19200801	19861005	1.0	0.0	63.0			Le Havre									104,105,106,107,117,126,138,36,39							L.Haimberger	0.0	
