,Country,City,AccentCity,Region,Population,Latitude,Longitude
2422206,ru,kirovsk,Kirovsk,42,24678.0,59.881009,30.995068
2422207,ru,kirovsk,Kirovsk,49,29606.0,67.614749,33.672739
2422320,ru,kirsanov,Kirsanov,72,17975.0,52.654941,42.722361
2422343,ru,kirs,Kirs,33,11385.0,59.338825,52.244671
2422401,ru,kirzhach,Kirzhach,83,22131.0,55.911315,39.079457
2422638,ru,kislovodsk,Kislovodsk,70,132773.0,43.913333,42.720833
2423017,ru,kizel,Kizel,90,21808.0,59.059207,57.635603
2423071,ru,kizlyar,Kizlyar,17,50565.0,43.847118,46.714446
2423350,ru,kletnya,Kletnya,10,13658.0,53.389674,33.217141
2423516,ru,klimovo,Klimovo,10,14482.0,52.380534,32.192328
2423546,ru,klimovsk,Klimovsk,47,55207.0,55.363521,37.529841
2423586,ru,klin,Klin,47,80779.0,56.333333,36.733333
2423658,ru,klintsy,Klintsy,10,66337.0,52.760186,32.239345
2424897,ru,kochubeyevskoye,Kochubeyevskoye,70,28491.0,44.649651,41.841779
2424956,ru,kodinsk,Kodinsk,39,15672.0,58.688056,99.184444
2425068,ru,kokhma,Kokhma,21,28984.0,56.934865,41.091504
2425326,ru,kola,Kola,49,10282.0,68.88062099999999,33.018421999999994
2425403,ru,kolchugino,Kolchugino,83,47080.0,56.29929300000001,39.383036
2425883,ru,kolomna,Kolomna,47,147692.0,55.079444,38.778333
2426085,ru,kolpashevo,Kolpashevo,75,27876.0,58.313056,82.908889
2426100,ru,kolpino,Kolpino,66,136078.0,59.744167,30.579444
2426177,ru,koltsovo,Koltsovo,71,14493.0,56.774748,60.82522700000001
2426359,ru,kolyvan,Kolyvan,53,10807.0,55.3053,82.7391
2426725,ru,kommunar,Kommunar,42,17359.0,59.62055600000001,30.39
2426869,ru,komsomolskiy,Komsomolskiy,46,13906.0,54.445219,45.831358
2426903,ru,komsomolsk-na-amure,Komsomolsk-na-Amure,30,275168.0,50.551986,137.015244
2426958,ru,konakovo,Konakovo,77,42240.0,56.7,36.766667
2427051,ru,kondopoga,Kondopoga,28,34360.0,62.205654,34.261382
2427140,ru,kondrovo,Kondrovo,25,17151.0,54.806389,35.927778
2427499,ru,konosha,Konosha,06,12383.0,60.9736,40.257
2427677,ru,konstantinovsk,Konstantinovsk,61,18876.0,47.58277800000001,41.092222
2427915,ru,kopeysk,Kopeysk,13,70786.0,55.131,61.6792
2428162,ru,korablino,Korablino,62,14469.0,53.916389,40.013333
2428407,ru,korenovsk,Korenovsk,38,41666.0,45.468993,39.451364
2428507,ru,korkino,Korkino,13,40047.0,54.8913,61.3969
2428558,ru,kormilovka,Kormilovka,54,10166.0,55.002644,74.10280999999998
2429225,ru,korsakov,Korsakov,64,35091.0,46.632768,142.781296
2429419,ru,koryazhma,Koryazhma,06,42628.0,61.31433000000001,47.169136
2429573,ru,kosaya gora,Kosaya Gora,76,17619.0,54.118956,37.544592
2430265,ru,kostomuksha,Kostomuksha,28,30138.0,64.686485,30.815064000000003
2430300,ru,kostroma,Kostroma,37,277658.0,57.766468,40.926864
2430555,ru,kotelnich,Kotelnich,33,26837.0,58.3089,48.348
2430557,ru,kotelniki,Kotelniki,47,17601.0,55.635464,37.844504
2430566,ru,kotelnikovo,Kotelnikovo,84,19424.0,47.63009,43.140682
2430628,ru,kotlas,Kotlas,06,59181.0,61.257452,46.649634000000006
2430764,ru,kotovo,Kotovo,84,26981.0,50.321128,44.80119000000001
2430777,ru,kotovsk,Kotovsk,72,33077.0,52.58666,41.502104
2430915,ru,kovdor,Kovdor,49,19519.0,67.566165,30.475758000000006
2430986,ru,kovrov,Kovrov,83,154226.0,56.357222,41.319167
2431026,ru,kovylkino,Kovylkino,46,21838.0,54.038764,43.913855
2431178,ru,kozelsk,Kozelsk,25,19809.0,54.037457,35.771589
2431497,ru,kozlovka,Kozlovka,16,13069.0,55.842837,48.249198
2431674,ru,kozmodemyansk,Kozmodemyansk,45,22536.0,56.341898,46.56352800000001
2432059,ru,kraskovo,Kraskovo,47,11832.0,55.649722,37.98777800000001
2432664,ru,krasnoarmeysk,Krasnoarmeysk,47,25689.0,56.1,38.133333
2432665,ru,krasnoarmeysk,Krasnoarmeysk,67,25841.0,51.023889,45.696944
2432696,ru,krasnobrodskiy,Krasnobrodskiy,29,11565.0,54.1581,86.4486
2432700,ru,krasnodar,Krasnodar,38,649860.0,45.0488,38.9725
2432780,ru,krasnogorskiy,Krasnogorskiy,13,13603.0,54.6025,61.231
2432796,ru,krasnogorsk,Krasnogorsk,47,92934.0,55.820356,37.330166
2432836,ru,krasnogvardeyskoye,Krasnogvardeyskoye,70,16169.0,45.846038,41.518852
2432852,ru,krasnokamensk,Krasnokamensk,93,54317.0,50.0661,118.1481
2432853,ru,krasnokamsk,Krasnokamsk,90,52690.0,58.080158,55.75411
2432874,ru,krasnokumskoye,Krasnokumskoye,70,13630.0,44.178056,43.501944
2432908,ru,krasnoobsk,Krasnoobsk,53,16894.0,54.9198,82.9909
2432923,ru,krasnooktyabrskiy,Krasnooktyabrskiy,84,11080.0,48.870824,44.758273
2433074,ru,krasnoslobodsk,Krasnoslobodsk,46,10748.0,54.425303,43.789634
2433075,ru,krasnoslobodsk,Krasnoslobodsk,84,14334.0,48.707079,44.577018
2433099,ru,krasnoturinsk,Krasnoturinsk,71,64209.0,59.7666,60.2086
2433100,ru,krasnoufimsk,Krasnoufimsk,71,43122.0,56.605854,57.766856
2433105,ru,krasnouralsk,Krasnouralsk,71,27656.0,58.3638,60.0407
2433106,ru,krasnousolskiy,Krasnousolskiy,08,11819.0,53.8894,56.4746
2433118,ru,krasnovishersk,Krasnovishersk,90,18185.0,60.40783,57.08199200000001
2433196,ru,krasnoyarsk-45,Krasnoyarsk-45,39,71357.0,56.1124,94.5985
2433219,ru,krasnoyarsk,Krasnoyarsk,39,907460.0,56.0091,92.8628
2433361,ru,krasnoye selo,Krasnoye Selo,66,43134.0,59.738333,30.089444
2433433,ru,krasnozavodsk,Krasnozavodsk,47,11694.0,56.45,38.216667
2433439,ru,krasnozerskoye,Krasnozërskoye,53,10339.0,53.982774,79.237352
2434052,ru,krasnyy kut,Krasnyy Kut,67,14956.0,50.95,46.966667
2434354,ru,krasnyy sulin,Krasnyy Sulin,61,44134.0,47.892208,40.070367
2434440,ru,krasnyy yar,Krasnyy Yar,07,10876.0,46.533138,48.345586
2434629,ru,kremenki,Kremenki,25,11994.0,54.88626,37.119553
2435359,ru,krivyanskaya,Krivyanskaya,61,10203.0,47.396248,40.1662
2435432,ru,kronshtadt,Kronshtadt,66,42987.0,59.99541,29.766679
2435452,ru,kropotkin,Kropotkin,38,79600.0,45.4375,40.575556
2436219,ru,krylovskaya,Krylovskaya,38,14605.0,46.319444,39.971111
2436247,ru,krymsk,Krymsk,38,57556.0,44.929336,37.991166
2436439,ru,kstovo,Kstovo,51,67243.0,56.147333,44.197871
2436549,ru,kubinka,Kubinka,47,25942.0,55.57956899999999,36.703919
2436959,ru,kudymkar,Kudymkar,90,31597.0,59.01729,54.655995
2437004,ru,kugesi,Kugesi,16,11547.0,56.028947,47.292551
2437202,ru,kukmor,Kukmor,73,16795.0,56.1855,50.8944
2437475,ru,kulebaki,Kulebaki,51,37623.0,55.413333,42.5325
2437520,ru,kuleshovka,Kuleshovka,61,14668.0,47.078023,39.55794
2437897,ru,kulunda,Kulunda,04,15345.0,52.566,78.9385
2438019,ru,kumertau,Kumertau,08,65322.0,52.76666700000001,55.783333
2438243,ru,kungur,Kungur,90,66390.0,57.4368,56.9593
2438423,ru,kupino,Kupino,53,16333.0,54.366349,77.29805
2438506,ru,kuragino,Kuragino,39,14076.0,53.8975,92.6725
2438655,ru,kurchaloy,Kurchaloy,12,20903.0,43.201845,46.088098
2438660,ru,kurchatov,Kurchatov,41,47319.0,51.6601,35.6521
2438785,ru,kurganinsk,Kurganinsk,38,47682.0,44.88,40.598611
2438799,ru,kurgan,Kurgan,40,343132.0,55.45,65.333333
2439247,ru,kurovskoye,Kurovskoye,47,19173.0,55.581828,38.91994
2439267,ru,kursavka,Kursavka,70,11043.0,44.4564,42.5093
2439301,ru,kurskaya,Kurskaya,70,12036.0,44.05,44.45
2439317,ru,kursk,Kursk,41,409435.0,51.737329,36.187349
2439340,ru,kurtamysh,Kurtamysh,40,17936.0,54.91027800000001,64.431944
2439535,ru,kusa,Kusa,13,19819.0,55.338333,59.44055600000001
2439572,ru,kushchevskaya,Kushchëvskaya,38,29915.0,46.5599,39.6321
2439642,ru,kushnarenkovo,Kushnarënkovo,08,10650.0,55.105,55.350833
2439686,ru,kushva,Kushva,71,34059.0,58.290556,59.75916700000001
2440055,ru,kuvandyk,Kuvandyk,55,28707.0,51.4781,57.3552
2440107,ru,kuvshinovo,Kuvshinovo,77,10960.0,57.029532,34.172518
2440243,ru,kuytun,Kuytun,20,10566.0,54.3423,101.5094
2440641,ru,kuznetsk,Kuznetsk,57,90481.0,53.11675,46.600368
2440964,ru,kyakhta,Kyakhta,11,18431.0,50.350833,106.449444
2441121,ru,kyshtym,Kyshtym,13,41625.0,55.714,60.5528
2441326,ru,kyzyl,Kyzyl,79,108241.0,51.7,94.45
2441455,ru,labinsk,Labinsk,38,61946.0,44.634167,40.735556
2441482,ru,labytnangi,Labytnangi,87,27067.0,66.65722199999999,66.41833299999999
2441534,ru,ladozhskaya,Ladozhskaya,38,14904.0,45.309018,39.938031
2441723,ru,lakinsk,Lakinsk,83,16706.0,56.01931,39.948483
2442793,ru,lebedyan,Lebedyan,43,22970.0,53.019423,39.16639
2443226,ru,leningradskaya,Leningradskaya,38,38712.0,46.3214,39.3877
2443251,ru,leninkent,Leninkent,17,13912.0,42.968951,47.352019
2443260,ru,leninogorsk,Leninogorsk,73,66264.0,54.602559,52.460871
2443356,ru,leninsk-kuznetskiy,Leninsk-Kuznetskiy,29,109025.0,54.6567,86.1737
2443363,ru,leninsk,Leninsk,84,15167.0,48.702329,45.197981
2443424,ru,lensk,Lensk,63,23695.0,60.725278,114.927778
2443620,ru,lermontov,Lermontov,70,23369.0,44.106667,42.973333
2443963,ru,lesnoy,Lesnoy,71,52322.0,58.636667,59.802222
2444058,ru,lesosibirsk,Lesosibirsk,39,65946.0,58.23583299999999,92.482778
2444109,ru,lesozavodsk,Lesozavodsk,59,41779.0,45.479444,133.424444
2444437,ru,levokumskoye,Levokumskoye,70,11377.0,44.821944,44.660556
2444599,ru,lgov,Lgov,41,23265.0,51.6888,35.2843
2444753,ru,likhoslavl,Likhoslavl,77,12290.0,57.12746800000001,35.464037
2444766,ru,likhovskoy,Likhovskoy,61,13617.0,48.151882,40.179251
2444975,ru,lipetsk,Lipetsk,43,515659.0,52.603111,39.570762
2445561,ru,livadiya,Livadiya,59,12652.0,42.869167,132.676389
2445585,ru,livny,Livny,56,52916.0,52.425344,37.606888
2445770,ru,lobnya,Lobnya,47,61772.0,56.009722,37.481944
2445836,ru,lodeynoye pole,Lodeynoye Pole,42,22164.0,60.726004,33.553057
2446061,ru,lokomotivnyy,Lokomotivnyy,13,10663.0,53.0118,60.5684
2446068,ru,lokot,Lokot,10,11853.0,52.565,34.5776
2446201,ru,lomonosov,Lomonosov,66,36778.0,59.906121,29.772528
2446404,ru,lopatinskiy,Lopatinskiy,47,14219.0,55.34100600000001,38.723658
2446627,ru,losino-petrovskiy,Losino-Petrovskiy,47,22116.0,55.86959399999999,38.200646
2446981,ru,luchegorsk,Luchegorsk,59,21833.0,46.47638900000001,134.256944
2447096,ru,luga,Luga,42,40115.0,58.737222,29.845278000000004
2447377,ru,lukhovitsy,Lukhovitsy,47,32388.0,54.942621,39.023819
2447554,ru,lukoyanov,Lukoyanov,51,12913.0,55.02771800000001,44.478653
2447883,ru,luza,Luza,33,11936.0,60.63081500000001,47.251177
2448041,ru,lvovskiy,Lvovskiy,47,11808.0,55.318722,37.523371
2448280,ru,lyangasovo,Lyangasovo,33,12626.0,58.517586,49.447176
2448558,ru,lyskovo,Lyskovo,51,23570.0,56.032821,45.042197
2448570,ru,lysogorskaya,Lysogorskaya,70,10219.0,44.106389,43.275556
2448612,ru,lysva,Lysva,90,69637.0,58.108611,57.805278
2448625,ru,lytkarino,Lytkarino,47,50620.0,55.582711,37.905162
2448681,ru,lyubertsy,Lyubertsy,47,154653.0,55.677193,37.893217
2448766,ru,lyubinskiy,Lyubinskiy,54,10461.0,55.15421,72.692472
2448906,ru,lyudinovo,Lyudinovo,25,41392.0,53.866389,34.447778
2449130,ru,magadan,Magadan,44,95258.0,59.566667,150.8
2449162,ru,magdagachi,Magdagachi,05,11739.0,53.45,125.8
2449188,ru,magnitogorsk,Magnitogorsk,13,413357.0,53.418611,59.047222
2449527,ru,makhachkala,Makhachkala,17,497967.0,42.976378,47.502356
2450029,ru,malakhovka,Malakhovka,47,18399.0,55.647761,38.024862
2450973,ru,malaya vishera,Malaya Vishera,52,13834.0,58.845383,32.222175
2451164,ru,malgobek,Malgobek,CI,46340.0,43.51118,44.588211
2451758,ru,maloyaroslavets,Maloyaroslavets,25,32669.0,55.014572,36.471853
2454308,ru,manturovo,Manturovo,37,18817.0,58.328889,44.764056
2454637,ru,mariinskiy posad,Mariinskiy Posad,16,10199.0,56.114974,47.718052
2454640,ru,mariinsk,Mariinsk,29,43122.0,56.213889,87.747222
2454905,ru,markha,Markha,63,11648.0,62.10527800000001,129.726944
2455051,ru,marks,Marks,67,33106.0,51.711111,46.748611
2455394,ru,maryanskaya,Maryanskaya,38,10353.0,45.103419,38.639991
2456053,ru,matveyev kurgan,Matveyev Kurgan,61,14342.0,47.5645,38.869468
2456374,ru,maykop,Maykop,01,158453.0,44.607778,40.105833
2456399,ru,mayma,Mayma,03,15428.0,52.019722,85.911389
2456460,ru,mayrtup,Mayrtup,CI,10778.0,43.203478,46.132145
2456485,ru,mayskiy,Mayskiy,22,27522.0,43.641401,44.038508
2456503,ru,mayskiy,Mayskiy,61,12136.0,47.69600000000001,40.102586
2456744,ru,mednogorsk,Mednogorsk,55,30676.0,51.4128,57.595
2456829,ru,medvedevo,Medvedevo,45,16407.0,56.633885,47.804053
2456928,ru,medvedovskaya,Medvedovskaya,38,16941.0,45.451511,39.024847
2457004,ru,medvezhyegorsk,Medvezhyegorsk,28,16773.0,62.91713100000001,34.456886
2457079,ru,megion,Megion,32,48691.0,61.0296,76.1136
2457257,ru,melenki,Melenki,83,15902.0,55.3343,41.6295
2457293,ru,meleuz,Meleuz,08,65363.0,52.966667,55.916667
2457551,ru,mendeleyevsk,Mendeleyevsk,73,22970.0,55.908185,52.290472
2457660,ru,menzelinsk,Menzelinsk,73,16858.0,55.72705600000001,53.102578
2457938,ru,mesker-yurt,Mesker-Yurt,12,11147.0,43.251474,45.907165
2457978,ru,metallostroy,Metallostroy,66,25123.0,59.800833,30.547778000000005
2458115,ru,mezhdurechenskiy,Mezhdurechenskiy,32,11121.0,59.6,65.93333299999999
2458119,ru,mezhdurechensk,Mezhdurechensk,29,101028.0,53.69416700000001,88.060278
2458264,ru,miass,Miass,13,156563.0,55.045,60.108333
2458332,ru,michurinsk,Michurinsk,72,93500.0,52.8978,40.4907
2458635,ru,mikhaylovka,Mikhaylovka,84,59993.0,50.06,43.2379
2458663,ru,mikhaylov,Mikhaylov,62,12907.0,54.2298,39.0269
2458781,ru,mikhaylovsk,Mikhaylovsk,70,59198.0,45.12833300000001,42.025556
2458782,ru,mikhaylovsk,Mikhaylovsk,71,10209.0,56.435833,59.12
2458786,ru,mikhaylovskoye,Mikhaylovskoye,04,11467.0,51.823889,79.71722199999998
2458815,ru,mikhaylovskoye,Mikhaylovskoye,68,10479.0,43.099716,44.631637
2459036,ru,mikun,Mikun,34,11503.0,62.199384,49.942766
2459132,ru,millerovo,Millerovo,61,38528.0,48.922653,40.396732
2459317,ru,mineralnyye vody,Mineralnyye Vody,70,76281.0,44.210278,43.135278
2459447,ru,minusinsk,Minusinsk,39,72782.0,53.710278,91.6875
2459453,ru,minyar,Minyar,13,10664.0,55.073333,57.555
2459513,ru,mirnyy,Mirnyy,06,29341.0,61.33289300000001,44.535982
2459542,ru,mirnyy,Mirnyy,63,40309.0,62.53527800000001,113.96111100000002
2460415,ru,mogocha,Mogocha,93,12648.0,53.733333,119.766667
2460893,ru,mokshan,Mokshan,57,11652.0,53.436498,44.613217
2461418,ru,monchegorsk,Monchegorsk,49,49869.0,67.939722,32.873889
2461448,ru,monino,Monino,47,19852.0,55.842439,38.193615
2461865,ru,morozovsk,Morozovsk,61,29290.0,48.355021,41.826269
2461884,ru,morshansk,Morshansk,72,43312.0,53.44354000000001,41.81065
2461968,ru,moscow,Moscow,48,10381288.0,55.752222,37.615556
2462108,ru,moshkovo,Moshkovo,53,10541.0,55.3053,83.6104
2462240,ru,moskovskiy,Moskovskiy,47,15435.0,55.599106000000006,37.354948
2462430,ru,mostovskoy,Mostovskoy,38,25188.0,44.412222,40.793611
2462582,ru,mozdok,Mozdok,68,43779.0,43.743593,44.651769
2462621,ru,mozhaysk,Mozhaysk,47,31557.0,55.501944,36.02722199999999
2462628,ru,mozhga,Mozhga,80,47271.0,56.374511,52.255426
2462710,ru,mtsensk,Mtsensk,56,47610.0,53.27656700000001,36.573337
2462992,ru,mulino,Mulino,51,11513.0,56.289227,42.920053
2463269,ru,muravlenko,Muravlenko,87,39137.0,63.783333,73.5
2463383,ru,murmansk,Murmansk,49,319266.0,68.979174,33.092514
2463385,ru,murmashi,Murmashi,49,15416.0,68.815424,32.811469
2463398,ru,murom,Murom,83,126932.0,55.575,42.0426
2463407,ru,muromtsevo,Muromtsevo,54,11147.0,56.372382,75.241749
2464087,ru,myski,Myski,29,44082.0,53.709,87.8014
2464169,ru,mytishchi,Mytishchi,47,160545.0,55.91163,37.730757
2464494,ru,nadvoitsy,Nadvoitsy,28,10780.0,63.86666700000001,34.316666999999995
2464498,ru,nadym,Nadym,87,46339.0,65.533333,72.516667
2464784,ru,nakhabino,Nakhabino,47,27985.0,55.848538,37.177885
2464803,ru,nakhodka,Nakhodka,59,146922.0,42.833333,132.894722
2464848,ru,nalchik,Nalchik,22,282916.0,43.498056,43.618889
2465051,ru,narimanov,Narimanov,07,11907.0,46.6927,47.8498
2465089,ru,naro-fominsk,Naro-Fominsk,47,72633.0,55.38751800000001,36.733074
2465107,ru,nartan,Nartan,22,12694.0,43.510833,43.699444
2465129,ru,naryan-mar,Naryan-Mar,50,18041.0,67.641793,53.043071
2465465,ru,navashino,Navashino,51,17552.0,55.5441,42.1968
2465477,ru,navlya,Navlya,10,13735.0,52.825438,34.499604
2465485,ru,navoloki,Navoloki,21,10951.0,57.46571899999999,41.963443
2465611,ru,nazarovo,Nazarovo,39,55253.0,56.0104,90.4011
2465680,ru,nazran,Nazran,CI,164142.0,43.225967,44.773231
2465887,ru,neftegorsk,Neftegorsk,65,19542.0,52.802,51.166
2465890,ru,neftekamsk,Neftekamsk,08,126807.0,56.091991,54.27031899999999
2465891,ru,neftekumsk,Neftekumsk,70,28464.0,44.666667,44.916667
2465902,ru,nefteyugansk,Nefteyugansk,32,112634.0,61.083333,72.7
2466157,ru,nelidovo,Nelidovo,77,25349.0,56.221072,32.77737800000001
2466200,ru,neman,Neman,23,12507.0,55.031111,22.026389
2466440,ru,nerchinsk,Nerchinsk,93,15361.0,51.983333,116.583333
2466446,ru,nerekhta,Nerekhta,37,25353.0,57.458811,40.574708
2466527,ru,neryungri,Neryungri,63,66325.0,56.6709,124.6491
2466632,ru,nesterovskaya,Nesterovskaya,CI,19186.0,43.238611,45.05027800000001
2466748,ru,nevel,Nevel,60,17833.0,56.020945,29.928445
2466751,ru,nevelsk,Nevelsk,64,17639.0,46.673333,141.863333
2466806,ru,nevinnomyssk,Nevinnomyssk,70,134347.0,44.6333,41.9444
2466849,ru,nevyansk,Nevyansk,71,25822.0,57.4953,60.2112
2466866,ru,neya,Neya,37,11145.0,58.297188,43.86808
2466988,ru,nezlobnaya,Nezlobnaya,70,18412.0,44.118056,43.40277800000001
2467088,ru,nikel,Nikel,49,15596.0,69.412848,30.221977000000006
2467452,ru,nikolayevka,Nikolayevka,70,27597.0,44.089167,43.083056
2467553,ru,nikolayevsk-na-amure,Nikolayevsk-na-Amure,30,27152.0,53.140556,140.73
2467839,ru,nikolsk,Nikolsk,57,23542.0,53.718862,46.071182
2467844,ru,nikolsko-arkhangelskiy,Nikolsko-Arkhangelskiy,47,18483.0,55.737222,37.973611
2467886,ru,nikolskoye,Nikolskoye,42,17404.0,59.50916700000001,34.968056
2468537,ru,nizhnekamsk,Nizhnekamsk,73,234301.0,55.636571,51.824474
2468777,ru,nizhneudinsk,Nizhneudinsk,20,38724.0,54.9076,99.0276
2468801,ru,nizhnevartovsk,Nizhnevartovsk,32,244940.0,60.9344,76.5531
2468947,ru,nizhneye kazanishche,Nizhneye Kazanishche,17,11765.0,42.763691,47.160269
2469488,ru,nizhniye sergi,Nizhniye Sergi,71,12077.0,56.661389,59.303333
2469684,ru,nizhniy lomov,Nizhniy Lomov,57,23836.0,53.530412,43.676635
2469740,ru,nizhniy novgorod,Nizhniy Novgorod,51,1284176.0,56.326944,44.0075
2469745,ru,nizhniy odes,Nizhniy Odes,34,11165.0,63.644511,54.85598100000001
2469863,ru,nizhniy tagil,Nizhniy Tagil,71,381121.0,57.91944399999999,59.965
2470244,ru,nizhnyaya maktama,Nizhnyaya Maktama,73,10600.0,54.863564,52.428096
2470380,ru,nizhnyaya salda,Nizhnyaya Salda,71,17473.0,58.07755699999999,60.720204
2470483,ru,nizhnyaya tura,Nizhnyaya Tura,71,23835.0,58.6293,59.8118
2470726,ru,noginsk,Noginsk,47,115981.0,55.866466,38.443799
2470727,ru,nogir,Nogir,68,11469.0,43.08162,44.636497
2470730,ru,nogliki,Nogliki,64,10098.0,51.833333,143.166667
2470775,ru,nolinsk,Nolinsk,33,10282.0,57.559619,49.936294
2470824,ru,norilsk,Norilsk,91,127504.0,69.3535,88.2027
2471300,ru,novaya igirma,Novaya Igirma,20,10681.0,57.1334,103.9112
2471468,ru,novaya lyalya,Novaya Lyalya,71,14246.0,59.05503,60.598989
2471931,ru,novaya usman,Novaya Usman,86,22165.0,51.641766,39.408628
2472434,ru,novoaleksandrovsk,Novoaleksandrovsk,70,27610.0,45.494802,41.220753
2472503,ru,novoaltaysk,Novoaltaysk,04,61051.0,53.3917,83.9363
2472543,ru,novoanninskiy,Novoanninskiy,84,19231.0,50.5287,42.6747
2472774,ru,novocheboksarsk,Novocheboksarsk,16,128470.0,56.110947,47.47755
2472795,ru,novocherkassk,Novocherkassk,61,166976.0,47.420175,40.091325
2473580,ru,novokubansk,Novokubansk,38,36402.0,45.117,41.0267
2473638,ru,novokuznetsk,Novokuznetsk,29,539622.0,53.7557,87.1099
2473818,ru,novomichurinsk,Novomichurinsk,62,20821.0,54.0384,39.7479
2473863,ru,novomikhaylovskiy,Novomikhaylovskiy,38,10370.0,44.2626,38.8585
2473896,ru,novominskaya,Novominskaya,38,12049.0,46.3163,38.9586
2473934,ru,novomoskovsk,Novomoskovsk,76,130984.0,54.0105,38.2846
2474057,ru,novonikolayevskiy,Novonikolayevskiy,84,10251.0,50.9738,42.3649
2474217,ru,novoorsk,Novoorsk,55,11212.0,51.3621,59.0323
2474298,ru,novopavlovsk,Novopavlovsk,70,24409.0,43.962222,43.634167
2474393,ru,novopodrezkovo,Novopodrezkovo,47,10271.0,55.939722,37.344167
2474420,ru,novopokrovskaya,Novopokrovskaya,38,19342.0,45.951389,40.700556
2474595,ru,novorossiysk,Novorossiysk,38,241860.0,44.724386,37.767524
2474944,ru,novosergiyevka,Novosergiyevka,55,13188.0,52.0934,53.6528
2474972,ru,novoshakhtinsk,Novoshakhtinsk,61,99480.0,47.760366,39.933351
2475017,ru,novosibirsk,Novosibirsk,53,1419016.0,55.0415,82.9346
2475023,ru,novosilikatnyy,Novosilikatnyy,04,15241.0,53.309722,83.623889
2475040,ru,novosineglazovskiy,Novosineglazovskiy,13,14620.0,55.0401,61.3792
2475133,ru,novospasskoye,Novospasskoye,81,10941.0,53.146833,47.751381
2475286,ru,novotitarovskaya,Novotitarovskaya,38,22630.0,45.237565,38.98059
2475376,ru,novotroitsk,Novotroitsk,55,106187.0,51.203012,58.326653
2475494,ru,novoulyanovsk,Novoulyanovsk,81,17722.0,54.149609,48.38907
2475510,ru,novouralsk,Novouralsk,71,93849.0,57.243889,60.083889
2475553,ru,novouzensk,Novouzensk,67,16932.0,50.459167,48.143056
2475616,ru,novovoronezh,Novovoronezh,86,37392.0,51.307193,39.217316
2476575,ru,novozybkov,Novozybkov,10,42572.0,52.5396,31.9275
2477478,ru,novyy oskol,Novyy Oskol,09,21035.0,50.763302,37.86402
2477714,ru,novyy urengoy,Novyy Urengoy,87,94214.0,66.083333,76.633333
2477807,ru,noyabrsk,Noyabrsk,87,98278.0,63.166667,75.616667
2477942,ru,nurlat,Nurlat,73,34452.0,54.42766500000001,50.805109
2478028,ru,nyagan,Nyagan,32,52138.0,62.140556,65.39361099999999
2478051,ru,nyandoma,Nyandoma,06,22179.0,61.669031,40.199068
2478084,ru,nyazepetrovsk,Nyazepetrovsk,13,12717.0,56.05305600000001,59.602778
2478128,ru,nytva,Nytva,90,20526.0,57.94041899999999,55.333973
2478320,ru,obluche,Obluche,89,10777.0,49.0,131.083333
2478336,ru,obninsk,Obninsk,25,107394.0,55.09680600000001,36.610064
2478344,ru,ob,Ob,53,24239.0,54.9872,82.7166
2478412,ru,oboyan,Oboyan,41,14434.0,51.209814,36.279194
2478661,ru,ocher,Ochër,90,15396.0,57.890347,54.720195
2478761,ru,odintsovo,Odintsovo,47,137043.0,55.677976,37.277734
2479102,ru,okha,Okha,64,26560.0,53.573889,142.947778
2479346,ru,oktyabrskaya,Oktyabrskaya,38,11608.0,46.278,39.8151
2479364,ru,oktyabrskiy,Oktyabrskiy,08,109498.0,54.48147,53.471031
2479369,ru,oktyabrskiy,Oktyabrskiy,13,10198.0,54.9891,61.4743
2479390,ru,oktyabrskiy,Oktyabrskiy,47,10051.0,55.608062,37.977385
2479428,ru,oktyabrsk,Oktyabrsk,65,24726.0,53.167222,48.700556
2479456,ru,oktyabrskoye,Oktyabrskoye,68,10763.0,43.064512,44.74171
2479480,ru,okulovka,Okulovka,52,13852.0,58.400833,33.290833
2479619,ru,olenegorsk,Olenegorsk,49,23670.0,68.140359,33.273705
2479992,ru,olonets,Olonets,28,10006.0,60.984746,32.969759
2480190,ru,omsk,Omsk,54,1129289.0,55.0,73.4
2480208,ru,omutninsk,Omutninsk,33,25364.0,58.670008,52.193195
2480233,ru,onega,Onega,06,22693.0,63.90606700000001,38.140348
2480295,ru,onokhoy,Onokhoy,11,10478.0,51.932,108.0747
