	file	reportype	kind
243	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00242.gz	16019	MOBILE
244	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00243.gz	16019	MOBILE
245	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00244.gz	16019	MOBILE
246	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00245.gz	16019	MOBILE
247	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00246.gz	16019	MOBILE
248	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00247.gz	16019	MOBILE
249	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00248.gz	16019	MOBILE
250	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00249.gz	16019	MOBILE
251	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00250.gz	16019	MOBILE
252	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00251.gz	16019	MOBILE
253	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00252.gz	16019	MOBILE
254	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00253.gz	16019	MOBILE
255	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00254.gz	16019	MOBILE
256	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00255.gz	16019	MOBILE
257	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00256.gz	16019	MOBILE
258	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00257.gz	16019	MOBILE
259	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00258.gz	16019	MOBILE
260	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00259.gz	16019	MOBILE
261	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00260.gz	16019	MOBILE
262	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00261.gz	16019	MOBILE
263	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00262.gz	16019	MOBILE
264	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00263.gz	16019	MOBILE
265	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00264.gz	16019	MOBILE
266	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00265.gz	16019	MOBILE
267	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00266.gz	16019	MOBILE
268	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00267.gz	16019	MOBILE
269	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00268.gz	16019	MOBILE
270	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00269.gz	16019	MOBILE
271	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00270.gz	16019	MOBILE
272	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00271.gz	16019	MOBILE
273	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00272.gz	16019	MOBILE
274	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00273.gz	16019	MOBILE
275	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00274.gz	16019	MOBILE
276	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00275.gz	16019	MOBILE
277	/mnt/users/scratch/leo/scratch/era5/odbs//2/era5.conv._00276.gz	16019	MOBILE
