	Unnamed: 0	station_id	station_name	latitude	longitude	WMO_id	isRadio
1707	1707	96421	SIBU                     	2.333333333333333	111.83333333333331	96421	
1708	1708	48620	SITIAWAN                 	4.216666666666667	100.7	48620	
1709	1709	94027	LAE                      	-6.7333333333333325	147.0	94027	
1710	1710	94014	MADANG                   	-5.216666666666667	145.78333333333333	94014	
1711	1711	94044	MOMOTE                   	-2.05	147.43333333333334	94044	
1712	1712	94035	PORT MORESBY             	-9.433333333333334	147.21666666666667	94035	
1713	1713	94085	RABAUL                   	-4.216666666666667	152.2	94085	
1714	1714	93114	ALBERT PARK              	-36.85	174.76666666666668	93114	
1715	1715	93944	CAMPBELL ISLAND          	-52.55	169.15	93944	
1716	1716	93986	CHATHAM ISLANDS          	-43.95	-176.56666666666663	93986	
1717	1717	93782	CHRISTCHURCH             	-43.53333333333333	172.61666666666667	93782	
1718	1718	93780	CHRISTCHURCH AIRPORT     	-43.48333333333333	172.55	93780	
1719	1719	93890	DUNEDIN AIRPORT          	-45.93333333333333	170.2	93890	
1720	1720	93894	DUNEDIN MUSSELBURGH      	-45.9	170.51666666666668	93894	
1721	1721	93614	HOKITIKA AIRPORT         	-42.71666666666667	170.98333333333332	93614	
1722	1722	93844	INVERCARGILL AIRPORT     	-46.41666666666666	168.33333333333334	93844	
1723	1723	93011	KAITAIA AIRPORT          	-35.06666666666667	173.28333333333333	93011	
1724	1724	93371	NAPIER                   	-39.5	176.91666666666663	93371	
1725	1725	93545	NELSON AIRPORT           	-41.3	173.21666666666667	93545	
1726	1726	93308	NEW PLYMOUTH AIRPORT     	-39.016666666666666	174.18333333333337	93308	
1727	1727	93997	RAOUL ISLAND             	-29.25	-177.91666666666663	93997	
1728	1728	93434	WELLINGTON KELBURN       	-41.28333333333333	174.76666666666668	93434	
1729	1729	93112	WHENUAPAI                	-36.8	174.63333333333333	93112	
1730	1730	98232	APARRI                   	18.366666666666667	121.63333333333334	98232	
1731	1731	98135	BASCO                    	20.45	121.96666666666668	98135	
1732	1732	98645	CEBU                     	10.333333333333334	123.9	98645	
1733	1733	98325	DAGUPAN                  	16.05	120.33333333333331	98325	
1734	1734	98637	ILOILO                   	10.7	122.56666666666666	98637	
1735	1735	98444	LEGASPI                  	13.133333333333333	123.73333333333332	98444	
1736	1736	98429	MANILA INT AIRPORT       	14.583333333333336	120.98333333333332	98429	
1737	1737	98653	SURIGAO                  	9.8	125.5	98653	
1738	1738	98550	TACLOBAN                 	11.25	125.0	98550	
1739	1739	98836	ZAMBOANGA                	6.9	122.06666666666666	98836	
1740	1740	48694	PAYA LEBAR AIRPORT       	1.3666666666666667	103.91666666666669	48694	
1741	1741	78360	CABO CRUZ                	19.85	-77.73333333333333	78360	
1742	1742	78310	CABO SAN ANTONIO         	21.86666666666667	-84.95	78310	
1743	1743	78255	CAMAGUEY                 	21.416666666666668	-77.85	78255	
