	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
68	era5.10280.bfr	ORPHAN	0-20888-0-10280	 	69	10280	 	 	 	 	 	154.9	-43.7	 	19720428	19730228	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
69	era5.10525.bfr	ORPHAN	0-20888-0-10525	 	70	10525	 	 	 	 	 	2.1	65.6	 	19710602	19711021	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
70	era5.10358.bfr	ORPHAN	0-20888-0-10358	 	71	10358	 	 	 	 	 	-19.5	49.1	 	19711009	19711009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
71	era5.1069.bfr	ORPHAN	0-20888-0-10069	 	72	10069	 	 	 	 	 	-69.8	37.1	 	19710920	19710920	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
72	era5.89175.bfr	COORDINATE_ISSUES	0-20666-0-89175	 	73	89175	 	 	 	 	 			 	19691113	19711212	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
73	era5.62951.bfr	ORPHAN	0-20888-0-62951	 	74	62951	 	 	 	 	 	33.6	4.3	 	19740822	19740822	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
74	era5.10137.bfr	ORPHAN	0-20888-0-10137	 	75	10137	 	 	 	 	 	137.5	-42.0	 	19710410	19720730	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
75	era5.1077.bfr	ORPHAN	0-20888-0-10077	 	76	10077	 	 	 	 	 	77.2	-60.5	 	19710220	19710312	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
76	era5.1075.bfr	ORPHAN	0-20888-0-10075	 	77	10075	 	 	 	 	 	72.2	-22.6	 	19710912	19710912	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
77	era5.10633.bfr	MATCHING_ID_NONMATCHING_COORD	0-20777-0-10633	 	78	10633	 	 	 	 	 	[-163.1, -163.1]	[30.0, 30.0]	 	19711113	19711113	 	 	 	 	 	 	 	 	 	 	 	 	 	 	[36, 85, 106, 107]	 	 	 	 	 	 	 	 
