	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
55	0-20000-0-94870	0	56	woudc	3	MOORABBIN AIRPORT			0	145.0963888888889	-37.98		1965-06-03	1982-09-14	1	0	63	NMS	13	Cranbourne									['126', '137', '106', '107', '117']							L.Haimberger	0	5.6		18.6	12.7	woudc_-38.03_145.1.csv	OSCAR
56	0-20000-0-65344	0	57	woudc	3	COTONOU			0	2.3833333333333333	6.35		2005-01-17	2007-01-26	1	0	63	NMS	25	Ouidah									['126', '137', '106', '107', '117']							L.Haimberger	0	23.0		23.7	9.0	woudc_6.21_2.23.csv	OSCAR
57	0-20000-0-71600	0	58	woudc	3	SABLE ISLAND, NS			0	-60.0	43.91666666666666		2004-07-04	2006-08-31	1	0	63	NMS	37	Sydney									['126', '137', '106', '107', '117']							L.Haimberger	0	1.7		247.0	62.5	woudc_43.93_-60.01.csv	OSCAR
58	0-246-0-101104	0	59	woudc	3	JOKIOINEN OBSERVATORY			0	23.4975	60.81388888888888		1995-01-12	1998-12-17	1	0	63	NMS	69	Forssa									['126', '137', '106', '107', '117']							L.Haimberger	0	1.6		7.5	103.0	woudc_60.8_23.5.csv	OSCAR
59	0-20000-0-72406	0	60	woudc	3	BALTIMORE/BALTIMORE-WASHINGTON INT., MD.			0	-76.66666666666667	39.18333333333333		2006-08-01	2006-08-28	1	0	63	NMS	231	Arnold									['126', '137', '106', '107', '117']							L.Haimberger	0	20.4		1.7	47.0	woudc_39.04_-76.52.csv	OSCAR
60	0-20000-0-72281	0	61	woudc	3	EL CENTRO NAF, CA.			0	-115.68333333333334	32.81666666666667		2006-08-07	2006-08-31	1	0	63	NMS	231	El Centro									['126', '137', '106', '107', '117']							L.Haimberger	0	28.4		17.2	-18.0	woudc_32.81_-115.38.csv	OSCAR
61	0-20000-0-82599	0	62	woudc	3	NATAL (AERO)			0	-35.25	-5.916666666666667		1979-08-10	2000-12-26	1	0	63	NMS	30	Natal									['126', '137', '106', '107', '117']							L.Haimberger	0	8.9		6.3	52.0	woudc_-5.92_-35.17.csv	OSCAR
62	0-20500-0-4846	0	63	woudc	3	VALPARAISO PORTER CO			0	-87.0	41.45		2006-04-19	2006-08-31	1	0	63	NMS	231	Valparaiso									['126', '137', '106', '107', '117']							L.Haimberger	0	5.6		5.9	234.3912	woudc_41.5_-87.0.csv	WBAN
63	0-20000-0-58974	0	64	woudc	3	PENGJIA YU			0	122.06666666666666	25.633333333333333		2022-04-18	2022-10-20	1	0	63	NMS	226	Juifang									['126', '137', '106', '107', '117']							L.Haimberger	0	1.5		63.8	102.0	woudc_25.6279_122.0801.csv	OSCAR
64	0-20000-0-91285	0	65	woudc	3	HILO HI, HAWAII			0	-155.05833333333334	19.71833333333333		1964-12-17	1997-02-05	1	0	63	NMS	231	Hilo									['126', '137', '106', '107', '117']							L.Haimberger	0	0.9		2.8	10.4	woudc_19.717_-155.067.csv	OSCAR
