	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
105	0-20000-0-47658	0	106	47658	3	SHIZUHAMA AB			0	138.29805555555555	34.81277777777777		19830511	19830511	1	0	63	NMS	113	Fujieda									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
106	0-20000-0-03970	0	107	3970	3	CLAREMORRIS			0	-8.983333333333333	53.71666666666667		19800704	19800704	1	0	63	NMS	101	Castlebar									[104, 105, 106, 107, 117]							L.Haimberger	0
107	0-20000-0-63789	0	108	63789	3	ARUSHA			0	36.62583333333333	-3.3675		19790617	19790617	1	0	63	NMS	227	Arusha									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
108	0-20000-0-07257	0	109	7257	3	AVORD			0	2.6422222222222222	47.05222222222223		19850106	19850106	1	0	63	NMS	74	Bourges									[104, 105, 106, 107, 117]							L.Haimberger	0
109	0-20000-0-40780	0	110	40780	3	ILAM			0	46.397777777777776	33.58777777777778		19950326	19950326	1	0	63	NMS	107	Ilam									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
110	0-20700-0-38222	0	111	38343	3	TOLE BI                  			0	73.0	43.0		19990413	19990413	1	0	63	NMS	124	Merke									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
111	0-20000-0-41036	0	112	41036	3	AL-TAIF			0	40.55	21.48333333333333		19850914	19930102	1	0	63	NMS	192	Mecca									[104, 105, 106, 107, 117]							L.Haimberger	0
112	0-20000-0-48453	0	113	48454	3	BANGNA AGROMET			0	100.60611111111109	13.666388888888891		20111104	20111104	1	0	63	NMS	216	Phra Pradaeng									[104, 105, 106, 107, 117]							L.Haimberger	0
113	0-20000-0-60155	0	114	60156	3	CASABLANCA			0	-7.666666666666668	33.56666666666667		19850215	19850215	1	0	63	NMS	136	Casablanca									[104, 105, 106, 107, 117]							L.Haimberger	0
114	0-20000-0-40957	0	115	40957	3	SHINDAND			0	62.28333333333333	33.4		19800904	19800904	1	0	63	NMS	2	Sindand									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
115	0-20000-0-29541	0	116	29541	3	TAJGA			0	85.61666666666666	56.06666666666667		19860128	19860128	1	0	63	NMS	190	Tayga									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0
